"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"SFM5I0803711"	"SOLVAY FLUOR MÉXICO S. A. DE C. V.,SOLVAY FLUOR MEXICO S.A. DE C.V."	325180	"Fabricación de otros productos químicos básicos inorgánicos"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCION DE PRODUCTOS QUIMICOS INORGANICOS FLUORADOS"	"LAS GRANJAS"	361391.7496	3496121.8036	"31°35'30"""	"106°27'39"""	"Carretera PANAMERICANA"	"11375"	" "		"Juárez"	"CHIHUAHUA"	"Juarez"	"32690"
"SFO9M2603011"	"SONORA FORMING SA DE CV,SONORA FORMING"	336110	"Fabricación de automóviles y camionetas"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN  DE OTRAS PARTES PARA VEHÍCULOS AUTOMOTRICES"		509053.4066	3207907.4863	"28°59'57"""	"110°54'25"""	"Calle HENRY FORD"	"43 SN"	"SN SN"	"Colonia PARQUE INDUSTRIAL DYNATECH SUR"	"Hermosillo"	"SONORA"	"Hermosillo"	"83200"
"SGA2803200146"	"SAINT GOBAIN ABRASIVOS, S.A. DE C.V.,"	327910	"Fabricación de productos abrasivos"	"Metalurgica (incluye la siderurgica)"	"7A"	"Produccion de abrasivos"	"Fabricación de todo tipo de abrasivos"	"Reynosa"	579113.8128	2876863.104	"26°0'30"""	"98°12'33"""	"Calle Mike Allen"	"SN "	"SN "		"Reynosa"	"TAMAULIPAS"	"Reynosa"	"88780"
"SGMTS0801911"	"SERVICIO GEOLÓGICO MEXICANO,"	541990	"Otros servicios profesionales, científicos y técnicos"	"Otros"	"V1"	"Laboratorios de Pruebas"	"SERVICIOS DE ANÁLISIS QUÍMICOS, CARACTERIZACIÓN DE MATERIALES E INVESTIGACIÓN METALÚRGICA"	"INDUSTRIAL ROBINSON"	399639.7147	3167998.0289	"28°38'6"""	"106°1'36"""	"Calle INDUSTRIAL 6"	"6"	"1"		"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31074"
"SGMTS2029311"	"SERVICIO GEOLÓGICO MEXICANO,CENTRO EXPERIMENTAL OAXACA"	541380	"Laboratorios de pruebas"	"Otros"	"B2"	"Alquiler, renta o venta de equipos,aparatos, instrumentos  y otros"	"Laboratorio de ensayo y pruebas"		736408.8074	1895994.4852	"17°8'11"""	"96°46'40"""	"Calle CARRETERA A SAN LORENZO CACAOTEPEC"	"KM 0.5 "	" "	"Colonia Hacienda Blanca"	"Hacienda Blanca"	"OAXACA"	"San Pablo Etla"	"68258"
"SGM9M1101711"	"SRG GLOBAL MEXICO S. DE R.L. DE C.V.,"	326192	"Fabricación de autopartes de plástico con y sin reforzamiento"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de Parrillas de uso automotriz mediante procesos de Inyección, cromado , pinta"	"PARQUE TECNOINDUSTRIAL CASTRO DEL RÍO"	256884.2881	2300024.7722	"20°47'3"""	"101°20'7"""	"Avenida AV. RIO SAN LORENZO"	"1921"	" "		"La Calera"	"GUANAJUATO"	"Irapuato"	"36815"
"SGP2201101504"	"SIEMENS ENERGY S. DE R.L. DE C.V,SIEMENS ENERGY S, DE R.L DE C.V"	335312	"Fabricación de equipo y aparatos de distribución de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION Y ENSAMBLE DE EQUIPO ELECTRICO INDUSTRIAL "	"PARQUE INDUSTRIAL EL MARQUES"	368501.7967	2274137.7732	"20°33'41"""	"100°15'41"""	"Calle CURCUITO EL MARQUES NORTE"	"45"	" "		"General Lázaro Cárdenas (El Colorado)"	"QUERETARO"	"El Marques"	"76246"
"SGUMC2602911"	"SELECTA DE GUAYMAS, S.A. DE C.V.,SELECTA DE GUAYMAS"	311710	"Preparación y envasado de pescados y mariscos"	"Alimenticio y/o de consumo humano"	"20"	"Secado, salado y harinas de pescados y mariscos"	"ELABORACION DE HARINA Y ACEITE DE PESCADO "	"PARQUE INDUSTRIAL"	512858.0731	3084801.0144	"27°53'16"""	"110°52'9"""	"Calle LOTE 1 MANZANA A"	"S/N "	" "		"Heroica Guaymas"	"SONORA"	"Guaymas"	"85485"
"SGU2602900117"	"SELECTA DE GUAYMAS, S.A. DE C.V.,PLANTA PITAHAYOSA"	311710	"Preparación y envasado de pescados y mariscos"	"Alimenticio y/o de consumo humano"	"20"	"Secado, salado y harinas de pescados y mariscos"	"Producción de harina y aceite de pescado"	"PARQUE INDUSTRIAL PESQUERO RODOLFO SANCHEZ TABUADA"	512805.5033	3084814.3261	"27°53'17"""	"110°52'11"""	"Calle LOTE 1 MANZANA C Y D"	"S/N "	" "		"Heroica Guaymas"	"SONORA"	"Guaymas"	"85489"
"SGU7I1403911"	"COMPA¿IA SIDERURGICA DE GUADALAJARA, S.A. DE C.V.,COMPAÑIA SIDERURGICA DE GUADALAJARA, S.A. DE C.V."	331510	"Moldeo por fundición de piezas de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FUNDICION Y LAMINACION DE HIERRO Y ACERO"		672760.1855	2282786.9382	"20°38'10"""	"103°20'30"""	"Calle AV.LAZARO CARDENAS"	"601"	" "	"Colonia LA NOGALERA"	"Guadalajara"	"JALISCO"	"Guadalajara"	"44440"
"SGV6Y2903121"	"SAINT GOBAIN AMERICA, S.A. DE C.V.,"	327214	"Fabricación de fibra de vidrio"	"Vidrio"	"6Y"	"Produccion de fibra y lana de vidrio"	"FABRICACIÓN DE FIBRA DE VIDRIO"	"XICOHTENCATL"	598816.3416	2155904.8761	"19°29'43"""	"98°3'30"""	"Prolongación ZACATEPEC"	"MANZANA 42 "	"LOTE 3 "		"Tetla"	"TLAXCALA"	"Tetla de la Solidaridad"	"90434"
"SGY2402800213"	"SAINT-GOBAIN GYPSUM SA DE CV,SAINT-GOBAIN GYPSUM S.A. DE C.V."	327420	"Fabricación de yeso y productos de yeso"	"Cemento y Cal"	"75"	"Produccion de yeso y sus productos"	"PRODUCCIÓN DE YESO Y SUS PRODUCTOS"	"ZONA INDUSTRIAL"	307794.74	2439853.5676	"22°3'10"""	"100°51'45"""	"Avenida PROLONGACION AV. INDUSTRIAS"	"4950"	" "		"San Luis Potosí"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"SIC0400300514"	"SISTEMAS INTEGRALES DE COMPRESION SA DE CV,PAE AGOSTO 12"	211110	"Extracción de petróleo y gas"	"Petroleo y petroquimica"	"10"	"Extraccion de petroleo y gas natural"	"COMPRESIÓN DE GAS"		641512.3895	2142181.0046	"19°22'7"""	"91°39'9"""	"Privada sonda de campeche "	"S/N "	" "	"Ninguno cantarell"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24114"
"SID1510901066"	"SIDERTUL, S.A. DE C.V.,GERDAU CORSA"	331220	"Fabricación de otros productos de hierro y acero"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FABRICACIÓN DE ACEROS COMUNES  Y  LAMINACIÓN PRIMARIA DE PRODUCTOS DE ACERO"		481105.2669	2170764.6729	"19°37'55"""	"99°10'48"""	"Calle Primera Sur"	"sin número "	" "	"Colonia INDEPENDENCIA"	"Tultitlán de Mariano Escobedo"	"MEXICO"	"Tultitlan"	"54915"
"SIG5M1510611"	"SIGNA, S. A DE C. V.,"	325411	"Fabricación de materias primas para la industria farmacéutica"	"Quimica"	"5M"	"Produccion de materias primas para medicamentos"	"Fabricación de materias primas para la industria farmacéutica"	"ZONA INDUSTRIAL"	434444.9508	2133875.1295	"19°17'51"""	"99°37'26"""	"Calle AV. INDUSTRIA AUTOMOTRIZ"	"301"	" "		"Toluca de Lerdo"	"MEXICO"	"Toluca"	"50071"
"SIMND0801911"	"SUPERIOR INDUSTRIES DE MEXICO S. DE R.L. DE C.V.,SUPERIOR INDUSTRIES DE MEXICO PLANTA 7"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	390460.7674	3177156.0816	"28°43'1"""	"106°7'17"""	"Calle JUAN RUIZ DE ALARCON"	"306"	" "		"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31136"
"SIMND0801912"	"SUPERIOR INDUSTRIES DE MEXICO S. DE R.L. DE C.V.,SUPERIOR INDUSTRIES DE MÉXICO PLANTA 9"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de otras partes para vehículos automotrices"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	390908.0179	3177355.4573	"28°43'8"""	"106°7'1"""	"Avenida  NICOLAS GOGOL"	"11354"	" "		"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31136"
"SIMND0801913"	"SUPERIOR INDUSTRIES DE MEXICO S. DE R.L. DE C.V.,SUPERIOR INDUSTRIES DE MEXICO PLANTA 10"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION PARA OTRAS PARTES PARA VEHICULOS AUTOMOTRICES"	"AVALOS"	404607.3127	3169142.2663	"28°38'45"""	"105°58'33"""	"Calle VIALIDAD ORIENTE 1"	"7100"	" "		"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31385"
"SIM0400300305"	"SEADRILL INTREPID DE MEXICO S DE RL DE CV,PLATAFORMA MARINA AUTOELEVABLE WEST INTREPID"	211110	"Extracción de petróleo y gas"	"Petroleo y petroquimica"	"10"	"Extraccion de petroleo y gas natural"	"Administración y supervisión de construcción de obras para el petroleo y gas"		639871.4001	2069218.1041	"18°42'34"""	"91°40'24"""	"Avenida ISLA DE TRIS"	"35"	" "	"Fraccionamiento Isla del Carmen 2000"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24190"
"SIM0801900171"	"SUPERIOR INDUSTRIES DE MEXICO S. DE R.L. DE C.V.,SUPERIOR INDUSTRIES DE MEXICO PLANTA 15"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE OTRAS PARTES PARA VEHICULOS AUTOMOTRICES"		404996.2525	3168133.5021	"28°38'12"""	"105°58'19"""	"Calle LIBRAMIENTO ORIENTE 1"	"8100"	" "	"Colonia COMPLEJO INDUSTRIAL SUR"	"Chihuahua"	"CHIHUAHUA"	"Chihuahua"	"31385"
"SIM8L1103711"	"SAMOT INDUSTRIA MECANICA S DE  R.L. DE C.V.,SAMOT INDUSTRIA MECANICA S. DE R.L. DE C.V."	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"PRODUCCIÓN DE PIEZAS MAQUINADOS DE PRECISIÓN (PISTONES PRIMARIOS Y SECUNDARIOS)"	"Puerto Interior"	240366.228	2326305.1121	"21°1'9"""	"101°29'52"""	"Circuito  MEXIAMORA PONIENTE"	"170"	" "		"Silao de la Victoria"	"GUANAJUATO"	"Silao"	"36275"
"SIM9M0101111"	"SANOH INDUSTRIAL DE MÉXICO S.A DE C.V,"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"MANUFACTURA DE PARTES AUTOMOTRICES"	"Parque Industrial del Valle de Aguascalientes"	781492.5235	2431889.737	"21°58'8"""	"102°16'27"""	"Calle Circuito Aguascalientes Oriente"	"130"	" "		"San Francisco de los Romo"	"AGUASCALIENTES"	"San Francisco de los Romo"	"20358"
"SINHM1904611"	"SERVICIOS INTEGRALES NOVA DE MONTERREY, S. A. DE C. V.,HOSPITAL CLÍNICA NOVA"	622311	"Hospitales del sector privado de otras especialidades médicas"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"Hospital-Clínica de segundo nivel con consultas, cirugías, hospitalización, laboratorio"		369663.1493	2846565.4186	"25°43'52"""	"100°17'57"""	"Avenida Del Bosque"	"139"	" "	"Colonia Cuauhtémoc"	"San Nicolás de los Garza"	"NUEVO LEON"	"San Nicolas de los Garza"	"66450"
"SIN0803700417"	"SUBENSAMBLES INTERNACIONALES, S. DE R.L. DE C.V.,"	336999	"Fabricación de otro equipo de transporte"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"MANUFACTURA DE LIMPIAPARABRISAS Y OTROS PRODUCTOS PARA USO AUTOMOTRIZ "	"OMEGA"	365177.8506	3513757.8704	"31°45'4"""	"106°25'24"""	"Avenida Prolongacion Hermanos Escobar"	"7151"	"E "		"Juárez"	"CHIHUAHUA"	"Juarez"	"32320"
"SIN5M1701111"	"SINTENOVO, S.A. DE C.V.,"	325411	"Fabricación de materias primas para la industria farmacéutica"	"Quimica"	"5M"	"Produccion de materias primas para medicamentos"	"FABRICACIÓN DE FARMOQUIMICOS O PRINCIPIOS ACTIVOS API´s"		481637.9391	2091784.5806	"18°55'5"""	"99°10'27"""	"Calle EJE NORTE SUR Y  13 ESTE"	"3"	" "	"Colonia CIVAC, JIUTEPEC"	"Jiutepec"	"MORELOS"	"Jiutepec"	"62578"
"SIN5T1510411"	"SINBIOTIK, S.A. DE C.V.,SINBIOTIK S.A. DE C.V."	325411	"Fabricación de materias primas para la industria farmacéutica"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"produccion de API  para medicamentoPRODUCTOS FARMACEUTICOS Y MEDICAMENTOS "		478725.7755	2158486.8473	"19°31'15"""	"99°12'9"""	"Calle FLAVIO ZAVALA"	"7"	" "	"Colonia SAN JERONIMO TEPETLACALCO"	"Tlalnepantla"	"MEXICO"	"Tlalnepantla de Baz"	"54090"
"SIPQB2800311"	"SABIC INNOVATIVE PLASTICS MEXICO, S DE RL. DE CV.,"	325211	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"Fabricacion  de Resinas plasticas"	"PUERTO INDUSTRIAL DE ALTAMIRA"	614614.0984	2478833.5949	"22°24'42"""	"97°53'11"""	"Calle BOULEVARD DE LOS RIOS"	"KM. 4.8 NA"	"NA NA"		"Altamira"	"TAMAULIPAS"	"Altamira"	"89603"
"SISB12200611"	"SISTTEMEX, S.A. DE C.V.,SISTTEMEX"	332310	"Fabricación de estructuras metálicas"	"Metalurgica (incluye la siderurgica)"	"MD"	"Tratamiento termico de piezas metalicas"	"Fabricación de postes y estructuras galvanizadas"		348112.4346	2271476.5624	"20°32'9"""	"100°27'24"""	"Calle CARRETERA LIBRE A CELAYA"	"KM. 8.5 "	" "	"Colonia Parque Industrial Balvanera"	"El Pueblito"	"QUERETARO"	"Corregidora"	"76915"
"SIS1J3003911"	"SALES DEL ISTMO, S.A. DE C.V.,SALES DEL ISTMO, S.A, DE C.V."	212391	"Minería de sal"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"Extraccion y explotacion de sal"	"asentamiento industrial"	352614.4431	2002608.5316	"18°6'26"""	"94°23'34"""	"Avenida CUATRO"	"SN "	" "		"Coatzacoalcos"	"VERACRUZ"	"Coatzacoalcos"	"96400"
"SIS7F2903911"	"SIMEC INTERNATIONAL 6, S.A. DE C.V.,"	331112	"Fabricación de desbastes primarios y ferroaleaciones"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"SIDERURGICA Y LAMINACIÓN"	"XALOZTOC"	601040.0589	2147348.8266	"19°25'4"""	"98°2'15"""	"Carretera KM- 123 CARR. FEDERAL MEXICO-TEXCOCO-VER"	"S/N "	"J "		"Xaloztoc"	"TLAXCALA"	"Xaloztoc"	"90460"
"SIT8A2902211"	"SCHNEIDER INDUSTRIAL TLAXCALA SA DE CV,"	335312	"Fabricación de equipo y aparatos de distribución de energía eléctrica"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACIÓN DE EQUIPO Y APARATOS DE DISTRIBUCIÓN DE ENERGIA ELECTRICA"		584486.0329	2124726.2409	"19°12'51"""	"98°11'46"""	"Carretera CALLE VÍA CORTA SANTA ANA"	"KM 17.5 "	" "	"Colonia ACUAMANALA"	"Acuamanala"	"TLAXCALA"	"Acuamanala de Miguel Hidalgo"	"90860"
"SJP6T2107411"	"SANTA JULIA DE PUEBLA SA DE CV,CERÁMICA SANTA JULIA"	327122	"Fabricación de azulejos y losetas no refractarias"	"Cemento y Cal"	"6R"	"Produccion de articulos ceramicos no estructurales"	"Fabricación de pisos, lozetas y bloques cerámicos"		565805.5713	2125784.0622	"19°13'28"""	"98°22'26"""	"Calle AUTOPISTA MEXICO-PUEBLA"	"KM. 98.750 "	" "	"Colonia SANTA ANA XALMIMILULCO"	"Santa Ana Xalmimilulco"	"PUEBLA"	"Huejotzingo"	"74169"
"SLA0502700213"	"PORCELANA CORONA DE MEXICO, S. A. DE C. V.,"	327112	"Fabricación de muebles de baño"	"Cemento y Cal"	"6S"	"Produccion de muebles ceramicos"	"FABRICACIÓN DE MUEBLES PARA BAÑO."	"PARQUE INDUSTRIAL RAMOS ARIZPE"	304855.116	2828706.865	"25°33'46"""	"100°56'33"""	"Avenida INDUSTRIA METALURGICA"	"4900"	" "		"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25903"
"SLA6S1903111"	"PORCELANA CORONA DE MEXICO S.A. DE C.V.,PCM BJ"	337110	"Fabricación de cocinas integrales y muebles modulares de baño"	"Cemento y Cal"	"6S"	"Produccion de muebles ceramicos"	"FABRICACION DE LAVABOS Y SANITARIOS"	"BENITO JUAREZ"	388881.269	2837855.5202	"25°39'15"""	"100°6'25"""	"Carretera CARR.BENITO JUAREZ - APODACA"	"S/N "	" "		"Ciudad Benito Juárez"	"NUEVO LEON"	"Juarez"	"67250"
"SLM5Q1510411"	"SAYER LACK MEXICANA, S. A. DE C. V.,"	325211	"Fabricación de resinas sintéticas"	"Quimica"	"5X"	"Produccion de adhesivos y selladores"	"Elaboración compuestos químicos mediante procesos mezcla incluyen reacciones endotermicas"		478920.8707	2160187.9304	"19°32'10"""	"99°12'3"""	"Calle FRANCISCO VILLA"	"2"	" "	"Colonia CENTRO"	"Tlalnepantla"	"MEXICO"	"Tlalnepantla de Baz"	"54000"
"SLM5U1100411"	"SAYER LACK MEXICANA, S. A. DE C. V.,SAYER LACK MEXICANA. S.A. DE C.V."	325510	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCION DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS, BARNICES, LACAS Y PULIMENTOS"	"SAN ISIDRO DEL LLANITO"	342739.9986	2271139.1896	"20°31'57"""	"100°30'30"""	"Carretera  LIBRE QUERETARO-CELAYA KM.13.7"	"S/N "	" "		"Apaseo el Alto"	"GUANAJUATO"	"Apaseo el Alto"	"38511"
"SLM5U1510411"	"SAYER LACK MEXICANA, S. A. DE C. V.,"	325510	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"ELABORACION DE RECUBRIMIENTOS"		478964.3438	2160111.0934	"19°32'8"""	"99°12'1"""	"Calle Temazcal"	"2"	"0"	"Colonia LA LOMA"	"Tlalnepantla"	"MEXICO"	"Tlalnepantla de Baz"	"54060"
"SLM5U1510421"	"SAYER LACK MEXICANA, S. A. DE C. V.,"	325510	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACION DE PINTURAS, BARNICES, LACAS Y SIMILARES"		487665.1083	2158776.6919	"19°31'25"""	"99°7'3"""	"Avenida DE LAS INDUSTRIAS"	"S/N "	" "	"Fraccionamiento INDUSTRIAL LA PRESA"	"Tlalnepantla"	"MEXICO"	"Tlalnepantla de Baz"	"54187"
"SLM9U0803711"	"SALTER LABS DE MÉXICO, S.A. DE C.V.,"	337120	"Fabricación de muebles, excepto cocinas integrales, muebles modulares de baño y muebles de oficina y estantería"	"Articulos y productos metalicos"	"8L"	"Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas"	"Manufactura de productos  médicos"	"PARQUE INDUSTRIAL AMERICAS"	364663.5841	3503572.773	"31°39'33"""	"106°25'38"""	"Boulevard INDEPENDENCIA"	"2167"	" "		"Juárez"	"CHIHUAHUA"	"Juarez"	"32575"
"SMA0710100154"	"SISTEMA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EL JOBO"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES"		488909.9517	1845182.5293	"16°41'21"""	"93°6'14"""	"Carretera A SUCHIAPA PREDIO TIERRA COLORADA"	"SN "	" "	"Colonia EL JOBO"	"El Jobo"	"CHIAPAS"	"Tuxtla Gutierrez"	"29100"
"SMA0710100378"	"SISTEMA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES PASO LIMÓN"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES DOMESTICAS"		491201.568	1853275.0612	"16°45'44"""	"93°4'57"""	"Callejón EL ROBLE "	"S/N "	" "	"Colonia PASO LIMON"	"Tuxtla Gutiérrez"	"CHIAPAS"	"Tuxtla Gutierrez"	"29049"
"SMA0710100669"	"SISTEMA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES TRES MARÍAS Y LOS ARROYOS"	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES"		481602.5163	1853946.619	"16°46'6"""	"93°10'21"""	"Cerrada LOTE 01 MANZANA 20"	"S/N "	" "	"Fraccionamiento FRACCIONAMIENTO TRES MARIAS Y LOS ARROYOS"	"Tuxtla Gutiérrez"	"CHIAPAS"	"Tuxtla Gutierrez"	"29059"
"SMA3203400013"	"SISTEMA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE NOCHISTLAN DE MEJIA, ZAC,."	222111	"Captación, tratamiento y suministro de agua realizados por el sector público"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"PLANTA DE TRATAMIENTO DE AGUA RESIDUAL "		732563.1325	2382510.6182	"21°31'49"""	"102°45'16"""	"Calle MARGARITAS"	"2"	" "	"Colonia CENTRO"	"Nochistlán de Mejía"	"ZACATECAS"	"Nochistlan de Mejia"	"99900"
"SMA5W1403912"	"SANCHEZ Y MARTIN SA DE CV,SANCHEZ Y MARTIN"	325610	"Fabricación de jabones, limpiadores y dentífricos"	"Quimica"	"5W"	"Produccion de jabones y detergentes"	"Fabricación de jabónes, detergentes y glicerina"		670734.5307	2283758.8621	"20°38'43"""	"103°21'40"""	"Avenida 8 DE JULIO"	"2217"	" "	"Colonia ZONA INDUSTRIAL DE GDL"	"Guadalajara"	"JALISCO"	"Guadalajara"	"44940"
"SMB0901600592"	"SERVICIOS MÚLTIPLES DE BURGOS, S.A. DE C.V.,SERVICIOS MÚLTIPLES DE BURGOS S.A. DE C.V.C"	222210	"Suministro de gas por ductos al consumidor final"	"Petroleo y petroquimica"	"10"	"Extraccion de petroleo y gas natural"	"Exploración y Extracción de Petróleo y Gas"		478258.513	2148612.133	"19°25'54"""	"99°12'25"""	"Calle CAMPOS ELÍSEOS"	"400 1ER PISO"	" "	"Colonia POLANCO "	"Miguel Hidalgo"	"DISTRITO FEDERAL"	"Miguel Hidalgo"	"11560"
"SMD2803200133"	"SOCIEDAD DE MOTORES DOMÉSTICOS S. DE R.L. DE C.V.,"	335311	"Fabricación de motores y generadores eléctricos"	"Articulos y productos metalicos"	"QH"	"Produccion de motores en general"	"Fabricación y ensamble de motores eléctricos"	"PARQUE INDUSTRIAL REYNOSA (SECCION NORTE)"	578012.5406	2877304.1006	"26°0'45"""	"98°13'13"""	"Calle Principal A"	"SN "	"SN "		"Reynosa"	"TAMAULIPAS"	"Reynosa"	"88788"
"SMEHI3105011"	"STAR MEDICA, S.A DE C.V.,HOSPITALES STAR MEDICA"	622111	"Hospitales generales del sector privado"	"Servicios de salud y de asistencia"	"HM"	"Hospitales"	"ATENCION MEDICA EN GENERAL"		231601.0478	2326049.0901	"21°0'56"""	"89°34'55"""	"Calle 26"	"199"	" "	"Fraccionamiento ALTABRISA"	"Mérida"	"YUCATAN"	"Merida"	"97133"
"SMEQF0502712"	"SHILOH DE MÉXICO, S.A. DE C.V.,"	336370	"Fabricación de piezas metálicas troqueladas para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACION DE PZAS. METALICAS TROQUELADAS PARA VEHICULOS AUTOMOTRICES"	"SANTA MARIA"	308338.3401	2831808.4833	"25°35'28"""	"100°54'30"""	"Avenida AV. DELTA"	"2025"	" "		"Ramos Arizpe"	"COAHUILA"	"Ramos Arizpe"	"25900"
"SME0100500021"	"SAKAIYA DE MEXICO, S,A. DE C,V,,SAKAIYA PLANTA 3"	336390	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de otras autopartes plásticas "		763590.3972	2433263.6037	"21°59'2"""	"102°26'50"""	"Avenida MUEBLEROS"	"222"	" "	"Hacienda EL CHICHIMECO"	"Jesús María"	"AGUASCALIENTES"	"Jesus Maria"	"20916"
"SME0400300190"	"SAPURA ENERGY MEXICANA, S.A.P.I. DE C.V.,"	213111	"Perforación de pozos petroleros y de gas"	"Otros"	"R9"	"Perforacion de pozos"	"Construcción de obras relacionadas con la distribución de petróleo y gas"		629925.9451	2063249.7367	"18°39'22"""	"91°46'5"""	"Calle CIRCUITO BEGONIAS PONIENTE"	"3"	" "	"Fracción BUGAMBILIAS"	"Ciudad del Carmen"	"CAMPECHE"	"Carmen"	"24155"
"SME1510600486"	"SELGEL MEXICO S.A. DE C.V.,"	325412	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"Fabricación de medicamentos"	"PARQUE INDUSTRIAL TOLUCA 2000"	439574.0367	2143865.6121	"19°23'16"""	"99°34'31"""	"Calle 7 NORTE"	"NO. 115 "	"S/N "		"Toluca de Lerdo"	"MEXICO"	"Toluca"	"50233"
