"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"SCP150331111"	"SMURFIT CARTON Y PAPEL DE MEXICO S.A. DE C.V."	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"FABRICACION DE PAPEL CARTON PARA CAJAS CORRUGADAS Y PLEGADIZAS"	0	0	"19°28'0"""	"99°14'0"""	"MEXICO"	"Ecatepec de Morelos"	"HIDALGO"	91		"VIA MORELOS"	"GRAN CANAL"	"SANTA CLARA"	"ECATEPEC"		55540
"SCP561510411"	"Smurfit Cartón y Papel de México S.A. de C.V. División Molino Los Reyes"	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN DE PAPEL."	0	0	19.52782	-99.1989	"MEXICO"	"Tlalnepantla de Baz"	"Presidente Juárez"	2030		"Avenida Los Reyes"	"Callejón Tejabanes"	"Los Reyes"	"Tlalnepantla"	"Zona Industrial Los Reyes Iztacala"	54090
"SCP561510412"	"SMURFIT CARTON Y PAPEL DE MEXICO S.A DE C.V."	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"FABRICACION DE CAJAS DE CARTON CORRUGADO"	0	0	"19°17'0"""	"99°0'0"""	"MEXICO"	"Tlalnepantla de Baz"	"CARRETERA AZCAPOTZALCO TLALNEPANTLA"	"KM 16.3"		"PRESIDENTE JUAREZ"	"AV. GUSTAVO BAZ"	"LOS REYES IXTACALA"		"LOS REYES IXTACALA"	54090
"SCP570803711"	"SMURFIT CARTON Y PAPEL DE MEXICO S.A. DE C.V."	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"FABRICACION DE CAJAS DE CARTON CORRUGADO"	0	0	31.72083	-106.39227	"CHIHUAHUA"	"Juarez"	"FULTON"	925		"CALLE LUIS LEON"	"TOMAS FERNANDEZ"	"PARQUE INDUSTRIAL BERMUDEZ"	"CD JUAREZ"	"PARQUE INDUSTRIAL A J BERMUDEZ"	32470
"SCP571503311"	"SMURFIT CARTON Y PAPEL DE MEXICO S.A. DE C.V. DIV. CORRUGADO CERRO GORDO"	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"PRODUCCIÓN DE CARTÓN Y CARTONCILLO (SI INVOLUCRA OPERACIONES TÉRMICAS; NO INCLUYE LA MICR"	0	0	19.53238	-99.06479	"MEXICO"	"Ecatepec de Morelos"	"Km 15 CARRETERA MEXICO LAREDO"	438		"PLASTICOS"	"AV. TLACO"	"SANTA CLARA"	"MEXICO"	"CERRO GORDO"	55540
"SCP581403911"	"SMURFIT CARTON Y PAPEL DE MEXICO S.A. DE C.V."	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"FABRICACION DE CAJAS DE CARTON CORRUGADO"	673031.2243	2283148.3516	"20°37'49"""	"0.103°19'51"""	"JALISCO"	"Guadalajara"	"CALLE UNO"	3047		"ENTRANDO POR DOS CAÑAS"	"LAZARO CARDENAS"	"LA NOGALERA"	"GUADALAJARA"	"LA NOGALERA"	44460
"SCP581510411"	"SMURFIT CARTON Y PAPEL DE MEXICO S.A. DE C.V. DIV. CORRUGADO ATLAS"	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"FABRICACION DE CAJAS DE CARTON"	0	0	19.51844	-99.20769	"MEXICO"	"Tlalnepantla de Baz"	"EMILIANO ZAPATA"	71	"SN"	"FRANCISCO I. MADERO"	"VENUSTIANO CARRANZA"	"SAN JERONIMO TEPETLACALCO"	"ESTADO DE MEXICO"		54090
"SDEC11510411"	"SILICATOS Y DERIVADOS S.A. DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"FABRICACION Y VENTA DE SILICATO DE SODIO Y POTASIO Y SULFATO DE ALUMINIO"	0	0	19.54689	-99.20084	"MEXICO"	"Tlalnepantla de Baz"	"RIO LERMA"	55		"TENAYUCA"	"AYUNTAMIENTO"	"FRACCIONAMIENTO INDUSTRIAL SAN NICOLAS"	"TLALNEPANTLA"	"PARQUE INDUSTRIAL SAN NICOLAS"	54030
"SDUKE0900311"	"Servicio Durkin S.A."	"Otros"	"Reparacion y mantenimiento automotriz"	"Taller de Servicio Automotriz Hojalateria y Pintura"	0	0	19.30873	-99.18751	"DISTRITO FEDERAL"	"Coyoacan"	"Insurgentes Sur"	3175		"Arboledas"	"Llanura"	"Jardines del Pedregal"			1900
"SEC8V0803711"	"Sistemas Eléctricos y Conmutadores, S.A. de C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Manufactura y Ensamble de Sensores y Solenoides para el Sistema de Control Automotriz"	0	0	31.71449	-106.39686	"CHIHUAHUA"	"Juarez"	"Ave. Antonio J. Bermúdez"	1230		"Ave. Antonio J. Bermudez"	"Ave. Tomas Fernandez"	"Parque Industrial Antonio J. Bermudéz"	"Cd. Juárez"	"Parque Industrial Antonio J. Bermudez"	32470
"SEJ8V0803711"	"SATURN ELECTRONICS DE JUAREZ S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE Y REPARACION DE ARNESES ELECTRICOS Y AUTOMOTRICES"	0	0	31.75154	-106.43088	"CHIHUAHUA"	"Juarez"	"OMEGA"	1825				"PARQUE INDUSTRIAL OMEGA"	"CIUDAD JUAREZ"	"PARQUE INDUSTRIAL OMEGA"	32320
"SEL910200411"	"SMK Electronica S.A. de C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Produccion de productos electricos y Electronicos."	0	0	"32°28'24"""	"116°56'75"""	"BAJA CALIFORNIA"	"Tijuana"	"Ave. Ferrocarril 14.5"	"SN"		"Via rapida poniente"	"Calle vieja a Tecate"	"Los pinos"	"Tijuana"	"Centro Industrial Los Pinos Naves 3 4 32 33 y 34"	22660
"SEL950803711"	"SHURE ELECTRONICA S.A DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE Y MANUFACTURA DE MICROFONOS CARTUCHOS Y ACCESORIOS"	0	0	31.74346	-106.42327	"CHIHUAHUA"	"Juarez"	"AV. GUILLERMO GRIFFIN"	7025		"AV. RAFAEL PEREZ SERNA"	"CALLE DE LOS ESTEROS"	"PARQUE IND. OMEGA"		"PARQUE INDUSTRIAL OMEGA"	32310
"SEL970200411"	"SMK Electronica SA de CV Planta 1"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Elaboracion y ensamble de productos electronicos."	0	0	"32°29'16"""	"116°56'18"""	"BAJA CALIFORNIA"	"Tijuana"	"Calle tercera"	800		"Via rapida poniente"	"Carr. vieja a Tecate"	"Fracc. La Cienega"	"Tijuana"		22660
"SEM7T0503011"	"SUMINISTRO DE ESPECIALIDADES METALURGICAS S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Fundicion y moldeo de piezas de hierro y acero"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO Y ACERO."	0	0	25.46659	-100.99793	"COAHUILA"	"Saltillo"	"AVE. SEGUNDA No. 1075"	1075		"EDIGIO REBONATO"		"NAZARIO ORTIZ GARZA"	"SALTILLO"	"ZONA INDUSTRIAL EN NAZARIO ORTIZ GARZA"	25100
"SEM8N2201411"	"SAMSUNG ELECTRONICS MEXICO S.A. DE C.V."	"Quimica"	"Galvanoplastia"	"PRODUCCION DE LINEA BLANCA"	0	0	"20°45'10"""	"100°26'36"""	"QUERETARO"	"Queretaro"	"AV. BENITO JUAREZ"	119		"AV. LA MONTAÑA"				"PARQUE INDUSTRIAL QUERETARO"	76220
"SEM911900611"	"SATURN ELECTRONICS DE MONTERREY S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"ENSAMBLE DE TARJETAS ELECTRONICAS PARA LA INDUSTRIA AUTOMOTRIZ"	0	0	"25º47'7.44"""	"100º8'39.3"""	"NUEVO LEON"	"Apodaca"	"AVENIDA ROGELIO GONZALEZ CABALLERO"	300		"AVENIDA MIGUEL ALEMAN"	"INDUSTRIA ELECTRICA"	"STIVA AEROPUERTO"	"APODACA"	"PARQUE INDUSTRIAL STIVA AEROPUERTO"	66600
"SEP6J2803211"	"Shin Etsu Polymer Mexico S.A de C.V."	"Quimica"	"Fabricacion de productos de espumas de poliestireno expandible"	"Fabricacion y ensamble de productos de silicon"	57829.691	2879428.719	26.03214	-98.21696	"TAMAULIPAS"	"Reynosa"	"Brecha E99 KM3"	"14a"		"Boulevard colosio"	"Carretera Reynosa Matamoros"	"NA"	"Reynosa"	"Parque Industrial Reynosa"	88780
"SER5T0901411"	"Serral S.A. de C.V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	"19°23'7"""	"99°10'7"""	"DISTRITO FEDERAL"	"Benito Juarez"	"Adolfo Prieto"	1009		"Eje 5 Eugenia"	"Eje 6"	"Benito Juarez"			3100
"SES5I1503311"	"SILICATOS ESPECIALES S.A DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"FABRICACION Y COMERCIALIZACION DE PRODUCTOS QUIMICOS"	0	0	19.52767	-99.06796	"MEXICO"	"Ecatepec de Morelos"	"AVENIDA CENTRAL 131"	131		"COBRE"	"ZINC"	"FRACCIONAMIENTO ESFUERZO NACIONAL"	"XALOSTOC"		55320
"SFM5I0803711"	"SOLVAY FLUOR MEXICO S.A. DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE PRODUCTOS QUIMICOS INORGANICOS FLUORADOS"	0	0	"31°30'47"""	"106°29'18"""	"CHIHUAHUA"	"Juarez"	"CARRETERA PANAMERICANA KM 23.5"	"SN"				"LAS GRANJAS"	"CD JUAREZ"	"ZONA DE ALTO RIESGO"	32690
"SGI950803711"	"SGI DE MEXICO S.A DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Ensamble y Manufactura de Interruptores Mecanicos Electricos y Rotatorios."	263571	2220714	31.73429	-106.41867	"CHIHUAHUA"	"Juarez"	"AVE. DE LOS FUENTES NORTE"	7250				"PARQUE IND.LOS FUENTES"	"CD JUAREZ"	"PARQUE INDUSTRIAL LOS FUENTES"	32630
"SGMTS2029311"	"Centro Experimental Oaxaca del Servicio Geológico Mexicano"	"Otros"	"Laboratorios de analisis de control de calidad de productos, substancias y materiales"	"laboratorio de de ensayo y pruebas"	736536	1895778	"17°8'13"""	"96°46'29"""	"OAXACA"	"San Pablo Etla"	"km 0.5 carr. a San Lorenzo Cacaotepec"	"na"		"na"	"na"	"Hacienda Blanca"	"San Pablo Etla"		68258
"SGQTN2201111"	"SERVICIO GARMAN QUERETARO S.A.DE C.V."	"Otros"	"Gasolinerias ubicadas fuera de Zona Federal"	"COMPRAVENTA DE COMBUSTIBLES Y LUBRICANTES"	4757000	6615300	"0°0'0"""	"0°0'0"""	"QUERETARO"	"Queretaro"	"AUTOPISTA MEXICO QUERETARO KM.193"	"NA"				"EL MARQUES"	"QUERETARO"		76246
"SGS6W1503911"	"SAINT GOBAIN SEKURIT MÉXICO S.A. DE C.V. PLANTA IXTAPALUCA"	"vidrio"	"Produccion de vidrio plano, liso y labrado"	"DEDICADA A LOS PREENSAMBLES Y COMERCIALIZACIÓN DE VIDRIO AUTOMOTRÍZ."	95100.732	2223095.238	"98°37'57"""	"19°14'30"""	"MEXICO"	"Ixtapaluca"	"Av. Cuauhtémoc N. 56 Km. 23.5"	56	"Km.23.5"	"Nicolás Bravo"	"San Juán"	"San Juán Tlalpizahuac"	"Tlalpizahuac"		56560
"SGS6W1700411"	"Saint Gobain sekurit Mexico S.A. de C.V."	"vidrio"	"Produccion de vidrio plano, liso y labrado"	"PRODUCCIÓN DE VIDRIO PLANO, LISO Y LABRADO (INCLUYE SUS PRODUCTOS SÓLO CUANDO SE ELABORA E"	95100.732	2223095.238	"19°19'33.59"""	"98°56'45.17"""	"MORELOS"	"Ayala"	"Nicolas Bravo"	8		"Allende"	"Guerrero"	"Xalostoc"	"Xalostoc"	"Parque Industrial Cuautla"	62741
"SGS8S0801911"	"SOLECTRON GLOBAL SERVICES MEXICO S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de equipo de computo y sus perifericos"	"REPARACION LIMPIEZA ALMACENAMIENTO Y DISTRIBUCION DE PRODUCTOS ELECTRONICOS"	0	0	28.71357	-106.11591	"CHIHUAHUA"	"Chihuahua"	"RETORNO ANTONIO CASO"	333		"HOMERO"	"JUAN RUIZ DE ALARCON"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	"CHIHUAHUA"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	31109
"SGU2F2602911"	"SELECTA DE GUAYMAS S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Secado, salado y harinas de pescados y mariscos"	"EMPAQUE Y HARINA DE PESCADO"	0	0	"27°53'10"""	"110°52'8"""	"SONORA"	"Guaymas"	"LOTE 1 MANZANA A"	"A"	1			"PARQUE INDUSTRIAL"	"GUAYMAS"	"RODOLFO SANCHEZ TABOADA"	85485
"SGU711403911"	"COMPAÑIA SIDERURGICA DE GUADALAJARA S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Laminacion secundaria de hierro y acero"	"FUNDICION Y LAMINACION DE HIERRO Y ACERO"	0	0	20.63691	-103.34041	"JALISCO"	"Guadalajara"	"AV. LAZARO CARDENAS"	601		"RAMAL AL FERROCARRIL"	"PROL. MILO"	"LA NOGALERA"			44460
"SGV6Y2903111"	"SAINT GOBAIN VETROTEX AMERICA SA DE CV"	"vidrio"	"Produccion de fibra y lana de vidrio"	"PRODUCCIÓN DE FIBRA DE VIDRIO Y SUS PRODUCTOS"	0	0	"19°29'42"""	"98°03'28"""	"TLAXCALA"	"Tetla de la Solidaridad"	"PROLONGACION ZACATEPEC"	"MANZANA 42"	"LOTE 3"	"HACIENDA PIEDRAS NEGRAS"	"VIA DEL FERROCARRIL"	"LA VENTA"	"TETLA DE LA SOLIDARIDAD"	"PARQUE INDUSTRIAL XICOHTENCATL 1"	90431
"SHM1C0200411"	"SMITHS HEALTHCARE MANUFACTURING S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales "	"Produccion de equipos y/o articulos, medicos y/o quirurgicos"	"ENSAMBLE DE PRODUCTO MEDICO PLANTA I"	0	0	32.52919	-116.96621	"BAJA CALIFORNIA"	"Tijuana"	"AV. CORPORATIVO"	6	"IJK"	"AV. CALIDAD"	"AV. UNIVERSIDAD"	"OTAY UNIVERSIDAD"	"TIJUANA"	"Parque Industrial Internacional Tijuana"	22500
"SIDLT2700411"	"SERVICIOS DE INCINERACION DE DESECHOS SOLIDOS HOSPITALARIOS S.A. DE C.V."	"Tratamiento de residuos peligrosos "	"Tratamiento de residuos biologico-infecciosos"	"RECOLECCION TRANSPORTE TRATAMIENTO Y DISPOSICION FINAL DE RESIDUOS BIOLOGICO INFECCIOSOS"	0	0	"17°58'36"""	"92°56'12"""	"TABASCO"	"Centro"	"KM 3.5 CARRETERA VILLAHERMOSA CARDENAS"	"SIN No."				"Ra. ANACLETO CANABAL 3a. SECCION"	"VILLAHERMOSA"		86280
"SIE8T1409711"	"SIEMENS SA DE CV"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACION DE APARATOS ELECTRICOS Y CINETIFICOS"	0	0	20.5847	-103.44454	"JALISCO"	"Tlajomulco de Zuniga"	"CAMINO A LA TIJERA"	1		"NA"	"NA"	"LA TIJERA"	"LA TIJERA"	"BUGAMBILIAS"	45600
"SIG520200411"	"SIGMASIX S. A. DE C. V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MANUFACTURA Y ENSAMBLE DE MEMBRANAS ELECTRONICAS Y CABLES"	0	0	32.49883	-116.96239	"BAJA CALIFORNIA"	"Tijuana"	"CALLE ALBA"	17		"BLVD DIAZ ORDAZ"	"CALLE ALBA"	"LA MESA"	"TIJUANA"	"PARQUE INDUSTRIAL BUSTAMANTE"	22105
"SIG5M1510611"	"Signa S. A. De C. V."	"Quimica"	"Produccion de materias primas para medicamentos"	"PRODUCCIÓN DE MATERIAS PRIMAS PARA MEDICAMENTOS."	434420	2133675	19.29687	-99.62382	"MEXICO"	"Toluca"	"Av. Industria Automotriz"	301		"Del Sapo"	"Roberto Fulton"	"Zona Industrial Toluca"	"Toluca"	"Zona Industrial Toluca"	50200
"SIM9M0100511"	"SANOH INDUSTRIAL DE MEXICO, S.A. DE C.V."	"Automotriz "	"Produccion de otras auto partes"	"PRODUCCIÓN DE OTRAS AUTOPARTES (SI INCLUYE PROCESOS TÉRMICOS O DE FUNDICIÓN)."	0	0	21.96356	-102.283	"AGUASCALIENTES"	"Aguascalientes"	"CIRCUITO AGUASCALIENTES ORIENTE"	130				"Parque Industrial del Valle de Aguascali"	"AGUASCALIENTES"	"PARQUE INDUSTRIAL DEL VALLE DE AGUASCALIENTES"	20219
"SIN5T1510411"	"SINBIOTIK S. A. DE C. V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"PRODUCCIÓN DE FARMACÉUTICOS Y MEDICAMENTOS (NO INCLUYE EMPACADO Y/O ETIQUETADO)."	0	0	19.52153	-99.20249	"MEXICO"	"Tlalnepantla de Baz"	"NIÑO FLAVIO ZAVALA"	7		"ND"	"ND"	"SAN JERONIMO TEPETLACALCO"	"TLALNEPANTLA"		54090
"SIN642107411"	"SINTEFAR S. DE R.L. DE C.V."	"Quimica"	"Produccion de aceites esenciales"	"FABRICACIÓN DE PRODUCTOS QUÍMICOS BÁSICO-ORGÁNICOS"	0	0	"19°12'0"""	"98°25'0"""	"PUEBLA"	"Huejotzingo"	"KM 81.5 CARRETERA FEDERAL MEXICO PUEBLA"	"KM 81.5"	"A"				"SAN MATEO CAPULTITLAN"	"CORREDOR INDUSTRIAL QUETZALCOATL"	74160
"SIN7F2903911"	"SIMEC INTERNATIONAL S.A. DE C.V."	"Metalurgica (incluye la siderurgica) "	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	0	0	"19°24'1"""	"98°5'5"""	"TLAXCALA"	"Xaloztoc"	"KM. 123 CARR. FED. MEXICOTEXC VERACRUZ"	"SN"	"D"					"XALOZTOC"	90460
"SIN8L1506211"	"Sintermetal S.A. de C.V."	"Articulos y productos metalicos "	"Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas"	"Fabricación de piezas metálicas."	0	0	"19°15'31"""	"99°30'49"""	"MEXICO"	"Ocoyoacac"	"Acueducto del Alto Lerma"	6		"Privada"	"Carr. a San Pedro Cholula"	"Zona Industrial Ocoyoacac"	"Ocoyoacac"	"Zona Industrial Ocoyoacac"	52740
"SIN8V0803711"	"SUBENSAMBLES INTERNACIONALES S.A. DE C.V."	"Articulos y productos compuestos de diferentes materiales "	"Articulos y productos compuestos de diferentes materiales"	"MANUFACTURA Y EMPAQUE DE LIMPIAPARABRISAS"	0	0	31.7501	-106.42264	"CHIHUAHUA"	"Juarez"	"PROLONGACION HERMANOS ESCOBAR"	7151	"C"	"RAFAEL PEREZ SERNA"	"BOULEVARD 4 SIGLOS PASO DEL NORTE"	"OMEGA"	"CD JUAREZ"	"PARQUE INDUSTRIAL OMEGA"	32320
"SIN910200411"	"STC INTERNACIONAL S.A. DE C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"MAQUILADORA DE ENSAMBLE ELECTRICO ELECTRONICO Y MECANICO."	0	0	32.47098	-116.92809	"BAJA CALIFORNIA"	"Tijuana"	"AVENIDA FERROCARRIL KM 14.5"	16730	39	"BOULEVARD DIAZ ORDAZ"	"VIA RAPIDA PONIENTE"	"LOS PINOS"	"TIJUANA"	"CENTRO INDUSTRIAL LOS PINOS"	22680
"SIPQ81903911"	"SERVICIOS INDUSTRIALES PEÑOLES S.A. DE C.V."	"Otros"	"Laboratorios de enseñanza"	"INVESTIGACION Y DESARROLLO TECNOLOGICO"	0	0	"25°40'27"""	"0.1°17'28"""	"NUEVO LEON"	"Monterrey"	"PROFESOR ANTONIO COELLO ELIZONDO"	310	"NTE"	"ADOLFO PRIETO"	"REVOLUCION"	"OBRERA"	"MONTERREY"		64010
"SIT5Y0200411"	"SENSIENT IMAGING TECHNOLOGIES S.A. DE C.V."	"Pinturas y tintas "	"Produccion de tintas para impresion y escritura"	"PRODUCCIÓN DE TINTAS PARA IMPRESIÓN"	0	0	32.51957	-116.9638	"BAJA CALIFORNIA"	"Tijuana"	"PRIVADA MISIONES"	1119				"LA MESA"		"PARQUE INDUSTRIAL MISIONES"	22222
"SIT8A2902211"	"SCHNEIDER INDUSTRIAL TLAXCALA S.A. DE C.V"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACIÓN DE EQUIPO ELÉCTRICO"	0	0	"19°12'52"""	"98°11'51"""	"TLAXCALA"	"Acuamanala de Miguel Hidalgo"	"KM 17.5 CARR. SANTA ANA CHIAUTEMPAN"	"SN"				"NA"	"SAN ANTONIO ACUAMANALA"		90860
"SLC7F1605211"	"SIDERÚRGICA LÁZARO CÁRDENAS LAS TRUCHAS S. A. DE C. V."	"Metalurgica (incluye la siderurgica) "	"Laminacion primaria de hierro y acero"	"LAMINACIÓN PRIMARIA DE HIERRO Y ACERO (INCLUYE FERROALEACIONES, ACEROS COMUNES Y ESPECIALE"	0	0	"17°56'55"""	"0.102°11'43"""	"MICHOACAN"	"Lazaro Cardenas"	"FRANCISCO J. MUJICA"	1				"CENTRO"		"LÁZARO CÁRDENAS MICHOACAN"	60950
"SLM5U1100411"	"SAYER LACK MEXICANA S.A. DE C.V. PLANTA BAJIO"	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO"	0	0	"20°31'57"""	"100°30'30"""	"GUANAJUATO"	"Apaseo el Alto"	"CARRETERA LIBRE QUERETARO A CELAYA"	"KM 13.7"				"SAN ISIDRO DEL LLANITO"	"APASEO EL ALTO"	"CORREDOR AGRICOLA INDUSTRIAL APASEO EL ALTO"	38511
"SLM5U1510411"	"SAYER LACK MEXICANA S.A. DE C.V. PLANTA TLALNEPANTLA"	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"ELABORACIÓN Y PREPARACIÓN DE TODA CLASE DE BARNICES PARA EL ACABADO"	0	0	19.53461	-99.20052	"MEXICO"	"Tlalnepantla de Baz"	"TEMAZCAL"	2		"CERRADA MEMBRILLO"	"TEMAZCAL"	"PUEBLO DE LA LOMA"	"TLALNEPANTLA"		54000
"SMA7X0803711"	"SABRE MANUFACTURING S. DE R.L. DE C.V. planta II"	"Articulos y productos metalicos "	"Fabricacion de articulos y productos metalicos"	"ENSAMBLE DE BALANCEADORES METALICOS PARA CORTINAS"	3509176	362524	31.62967	-106.37006	"CHIHUAHUA"	"Juarez"	"PINO SECO"	420		"CANDELARIA"	"SANTIAGO TRONCOSO"	"TERRAZAS DEL VALLE"		"PUERTO INDUSTRIAL"	32699
"SMA8A2802211"	"STS MANUFACTURAS S DE RL DE CV"	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	0	0	25.85362	-97.4685	"TAMAULIPAS"	"Matamoros"	"ARIZONA NUMERO 17"	17		"CANTINFLAS"	"AVE. LAURO VILLAR"			"PARQUE INDUSTRIAL CYLSA"	87426
"SMA8L0803711"	"SABRE MANUFACTURING S. DE R.L. DE C.V. PLANTA I"	"Articulos y productos metalicos "	"Produccion de maquinaria, equipos, aparatos, partes y/o sus piezas"	"TROQUELADO DE PARTES METALICAS Y DE ALUMINIO"	3509176	362524	31.68237	-106.44417	"CHIHUAHUA"	"Juarez"	"EJE VIAL JUAN GABRIEL"	5350		"CERRADA INDUSTRIAL"	"EJE VIAL JUAN GABRIEL"	"PARQUE IND. GEMA II"		"PARQUE INDUSTRIAL GEMA II"	32468
"SMD8T2803211"	"Sociedad de Motores Domesticos S. de R.L. de C.V."	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de motores electricos"	"PRODUCCION DE MOTORES ELECTRICOS"	578397.097	2875756.157	"26°0'5"""	"98°13'13"""	"TAMAULIPAS"	"Reynosa"	"BRECHA E99 SUR"	"SN"	"SN"	"A"	"B"	"PARQUE IND. REYNOSA"	"CD REYNOSA"	"PARQUE INDUSTRIAL REYNOSA"	88780
"SME280321112"	"SYMBOL DE MEXICO S. DE R.L. DE C.V"	"Equipos y articulos electronicos, electricos y domesticos "	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"PRODUCCION DE EQUIPO DE LECTORERS CODIGO DE BARRAS"	0	0	26.03087	-98.37142	"TAMAULIPAS"	"Reynosa"	"AVE INDUSTRIAL RIO SAN JUAN SIN NUMERO"	"L 3 Y 4"	"M 9"	"ESQUINA CON AVE. GUERREÑO"	"LOTE 3 Y 4 MANZANA 9"	"PARQUE IND. DEL NORTE"	"REYNOSA"	"PARQUE INDUSTRIAL DEL NORTE"	83700
"SME561503311"	"Manufacturas Sonoco S.A de C.V"	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"Fabricacion de Cartón"	0	0	19.53796	-99.05775	"MEXICO"	"Ecatepec de Morelos"	"Hidalgo"	175		"Via Morelos"	"Rio de los remedios"	"Santa Clara"	"Ecatepec de Morelos"		55540
"SME5M1505111"	"Sicor de México S.A. de C.V."	"Quimica"	"Produccion de materias primas para medicamentos"	"PRODUCCIÓN DE MATERIAS PRIMAS PARA MEDICAMENTOS."	0	0	19.29849	-99.52637	"MEXICO"	"Lerma"	"AV. SAN RAFAEL"	35		"AV. SANTA ANA"	"CIRCUITO DE LA INDUSTRIA ORIENTE"	"PARQUE INDUSTRIAL LERMA"	"LERMA"	"PARQUE INDUSTRIAL LERMA"	52000
"SME5M1702811"	"SCHWABE MEXICO S. A. DE C. V."	"Quimica"	"Produccion de farmaceuticos y medicamentos"	"FABRICACION DE PRODUCTOS FARMACEUTICOS"	0	0	"18°48'28"""	"0.99°14'27"""	"MORELOS"	"Xochitepec"	"AGUACATE"	4		"VENEZUELA"	"SEMBRADIOS"	"EL ESTUDIANTE"	"XOCHITEPEC"		62790
"SME5Q1510611"	"Stahl de México S.A. de C.V."	"Quimica"	"Produccion de resinas sinteticas"	"INDUSTRIA QUÍMICA DE FABRICACIÓN DE PRODUCTOS PARA ACABADO DEL CUERO"	0	0	19.29501	-99.61077	"MEXICO"	"Toluca"	"Industrias Químicas esq. Alberto Einstei"	"102 y 105"		"Indistria automotiz"	"Albert Einstein"	"Zona Industrial Toluca"	"Toluca"	"Zona Industrial Toluca"	50200
