"NRA"	"Nombre"	"Sector"	"Actividad principal SEMARNAT"	"Actividad principal"	"Coordenada UTM X"	"Coordenada UTM Y"	"Latitud Norte"	"Longitud Oeste"	"Estado"	"Delegación\Municipio"	"Calle"	"No. Exterior"	"No. Interior"	"Entre calle 1"	"Entre calle 2"	"Colonia"	"Localidad"	"Parque o puerto industrial"	"Código postal"
"PGPLQ3013111"	"PEMEX GAS Y PETROQUIMICA BASICA COMPLEJO PROCESADOR DE GAS POZA RICA"	"Petroleo y petroquimica "	"Petroquimica basica"	"PROCESAMIENTO DEL GAS NATURAL"	0	0	"20°31'10"""	"97°28'20"""	"VERACRUZ"	"Poza Rica de Hidalgo"	"BOULEVARD LAZARO CARDENAS SN"	"SN"				"MORELOS"	"POZA RICA HIDALGO"		93340
"PGPM10801911"	"PEMEX GAS Y PETROQUIMICA BASICA SUBDIRECCION DE DUCTOS SECTOR CHIHUAHUA. PEMEX"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE DE GAS NATURAL Y GAS LPG"	394514.684	3171542.935	"28°39'57"""	"106°4'46"""	"CHIHUAHUA"	"Chihuahua"	"AGUSTIN MELGAR"	3300		"AV. DE LAS INDUSTRIAS"	"COLEGIO MILITAR"	"NOMBRE DE DIOS"	"CHIHUAHUA"	"SE DEDICA AL TRANSPORTE DE GAS NATURAL Y GAS LP EN LOS ESTAD"	31110
"PGPM90200511"	"Pemex Gas Y Petroquimica Basica"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	32.37488	-117.06962	"BAJA CALIFORNIA"	"Playas de Rosarito"	"Km. 21.5 Carrete Libre Tijuana Ensenada"	"NA"				"Reforma"	"Playas de Rosarito"		22710
"PGPM90707411"	"PEMEX GAS Y PETROQUIMICA BASICA TERMINAL DE DISTRIBUCION DE GAS LICUADO CACTUS"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"DISTRIBUCION DE GAS LICUADO"	481000	1979781	"93°10'46"""	"17°54'24"""	"CHIAPAS"	"Reforma"	"ENT. CARR. VHSA CARDENAS A REFORMA"	"SN"		"KM. 12.5 A REFORMA CHIAPAS"		"RANCHERIA SAN MIGUEL 2 DA SECCION"	"REFORMA"	"POBLACION EJIDAL"	29500
"PGPM91100111"	"PEMEX GAS Y PETROQUIMICA BASICA TDGL ABASOLO"	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"20°27'50"""	"0.101°30'24"""	"GUANAJUATO"	"Abasolo"	"CARRETERA IRAPUATO ABASOLO"	"KM 23.5"		"A 7 KM DEL ENTRONQUE DE ABASOLO"		"ABASOLO"	"ABASOLO"	"ZONA ABIERTA"	36970
"PGPM92500111"	"PEMEX GAS Y PETROQUIMICA BASICA"	"Petroleo y petroquimica "	"Petroquimica basica"	"PETROQUÍMICA BÁSICA (INCLUYE PROCESAMIENTO DE CUALQUIER TIPO DE GAS)."	0	0	"25°36'5"""	"109°2'50"""	"SINALOA"	"Ahome"	"CARRET. LOS MOCHISTOPOLOBAMPO KM. 19.5"	"SN"					"TOPOLOBAMPO"	"PUERTO INDUSTRIAL"	81370
"PGPM93003912"	"PEMEX GAS Y PETROQUIMICA BASICA C.P.G. AREA COATZACOALCOS SECTOR T.M.A.D.A."	"Petroleo y petroquimica "	"Almacenamiento y distribucion de productos derivados del petroleo"	"ALMACENAMIENTO Y DISTRIBUCIÓN DE PRODUCTOS DERIVADOS DEL PETRÓLEO; EXCLUYE DISTRIBUIDORES"	0	0	"18°6'32"""	"94°24'5"""	"VERACRUZ"	"Coatzacoalcos"	"MUELLE No.6INTERIOR RECINTO FISCAL"	"NA"	"NA"	"NO APLICA"	"NO APLICA"	"NA"		"RECINTO FISCAL AUTORIZADO API"	96400
"PGPMI0503511"	"PEMEX GAS Y PETROQUIMICA BASICA SECTOR TORREÓN"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE DE GAS NATURAL POR DUCTO"	0	0	25.58985	-103.3953	"COAHUILA"	"Torreon"	"MANUEL SANFELIZ GARCIA"	245	"NTE"	"JOAQUIN SERRANO"				"PARQUE INDUSTRIAL"	27019
"PGPMI1500211"	"PEMEX GAS Y PETROQUIMICA BASICA SUPERINTENDENCIA GENERAL DE DUCTOS VENTA DE CAR"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE DE GAS NATURAL Y GAS LICUADO DEL PETROLEO POR DUCTO"	0	0	"19°36'52"""	"98°58'45"""	"MEXICO"	"Acolman"	"CARRETERA MEXICO TEOTIHUACAN No.1 K 30.5"	"No. 1"		"AV. DE LAS INDUSTRIAS"	"COLEGIO MILITAR"	"LAZARO CARDENAS"	"ESTADO DE MEXICO"		55060
"PGPMI1902111"	"PEMEX GAS Y PETROQUIMICA BASICA SECTOR MONTERREY"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE DE GAS NATURAL POR DUCTO"	0	0	"25º48'46.51"""	"100º21'5.17"""	"NUEVO LEON"	"Gral. Escobedo"	"ZONA INDUSTRIAL ESCOBEDO"	"KM 26850"		"NA"	"NA"		"GENERAL ESCOBEDO"	"PARQUE INDUSTRIAL"	66050
"PGPMI2700211"	"PEMEX GAS Y PETROQUIMICA BASICA SUBDIERECCION DE DUCTOS SECTOR CARDENAS"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE DE GAS NATURAL Y GAS LICUADO DEL PETROLEO."	469080.349	1990003.334	"18°15'30"""	"93°9'31"""	"TABASCO"	"Cardenas"	"CARR FED CIR DEL GOLFO 180 KM 130.433"	"N.A."	"N.A."	"N.A."	"N.A."	"N.A."	"Ra HABANERO PRIMERA SECCION"	"CENTRO OPERACIÓN Y MANTENIMIENTO SECTOR CÁRDENAS"	86500
"PGPMI2803211"	"PEMEX GAS Y PETROQUIMICA BASICA SUPERINTENDENCIA DUCTOS REYNOSA"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTACIÓN POR DUCTOS DE GAS NATURAL Y OTROS TIPOS DE GASES (INCLUYE OPERACIÓN DE LA"	0	0	"26°7'11"""	"0.98°20'3"""	"TAMAULIPAS"	"Reynosa"	"CARRETERA RIBEREÑA KM 8.1"	"NA"	"NA"			"NA"	"REYNOSA"		0
"PGPMI2900511"	"PEMEX GAS Y PETROQUIMICA BASICA SUPERINTENDENCIA GENERAL DE DUCTOS TLAXCALA"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRASNPORTE DE GAS NATURAL Y GAS LP"	9292	9329	"19°25'19"""	"98°8'40"""	"TLAXCALA"	"Apizaco"	"CARRETERA A SAN FRANCISCO ATEXCATZINGO"	301				"FUENTES DE ACTIPAN"			90300
"PGPMI3010811"	"PEMEX GAS Y PETROQUIMICA BASICA SECTOR DUCTOS MINATITLAN"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTACIÓN DE GAS NATURAL Y GAS LICUADO POR DUCTOS TRONCALES Y RAMALES"	0	0	"17°59'9"""	"94°32'59"""	"VERACRUZ"	"Minatitlan"	"DANTE DELGADO RANNAURO"	160		"LEONA VICARIO"	"CAMINO ALBAMEX"	"INSURGENTES NORTE"	"MINATITLAN"		96710
"PGPMI3011511"	"PEMEX GAS Y PETROQUIMICA BASICA SUPERINTENDENCIA GENERAL DE DUCTOS SEC. MENDOZA"	"Petroleo y petroquimica "	"Transportacion por ductos de gas natural y otros tipos de gases"	"TRANSPORTE POR DUCTOS DE GAS NATURAL Y GAS LICUADO DE PETROLEO"	690371.219	2081398.855	"0°0'0"""	"0°0'0"""	"VERACRUZ"	"Nogales"	"AUTOPISTA MEXICO CORDOBA"	260.5				"EL ENCINAR"	"CONGREGACIÓN EL ENCINAR"	"AUTOPISTA MEXICO CORDOBA D 150"	94720
"PGPRP1306311"	"PEMEX GAS Y PETROQUIMINA BASICA TERMINAL DE DISTRIBUCION DE GAS LICUADO TEPEJI"	"Petroleo y petroquimica "	"Petroquimica basica"	"DISTRIBUCION DE GAS LICUADO"	0	0	"19°51'43"""	"99°17'44"""	"HIDALGO"	"Tepeji del Rio de Ocampo"	"AV NORTE 5 SIN NUMERO"	"SN"	"SN"				"TEPEJI DEL RIO"	"PARQUE INDUSTRIAL TEPEJI"	42850
"PHC561503311"	"PAPELES HIGIENICOS DEL CENTRO S.A. DE C.V."	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN PAPEL TIPO TISSUE"	0	0	19.58169	-99.03076	"MEXICO"	"Ecatepec de Morelos"	"Prolongación Calzada de la Viga No. 220."	220		"Avenida Central"	"Avenida Vía Morelos"	"Jajalpa"	"Ecatepec de Morelos"		55090
"PIGTB0900411"	"COMPAÑIA PROCTER & GAMBLE MÉXICO S. DE R.L. DE C.V."	"Otros"	"Descarga de aguas residuales de servicios"	"OFICINAS ADMINISTRATIVAS"	0	0	19.37885	-99.27103	"DISTRITO FEDERAL"	"Cuajimalpa de Morelos"	"LOMA FLORIDA"	32		"LOMA BONITA"	"LOMA LINDA"	"VISTA HERMOSA"			5100
"PIMLT1510411"	"Proteccin Integral del Medio Ambiente"	"Tratamiento de residuos peligrosos "	"Tratamiento de residuos biologico-infecciosos"	"TRATAMIENTO DE RESIDUOS BIOLÓGICO INFECCIOSOS"	0	0	19.53735	-99.17469	"MEXICO"	"Tlalnepantla de Baz"	"EMILIANO ZAPATA"	11	2			"SAN JERÓNIMO TEPETLACALCO"		"ZONA INDUSTRIAL CLASE B"	54090
"PIN2W2603311"	"PACIFICO INDUSTRIAL S.A. DE C.V"	"Alimenticio y/o de consumo humano "	"Secado, salado y harinas de pescados y mariscos"	"ELABORACION DE HARINA DE PESCADO"	0	0	"26°44'9"""	"109°46'54"""	"SONORA"	"Huatabampo"	"CALLE ISLA DE LA ADUANA"	"SN"					"YAVAROS"	"PARQUE INDUSTRIAL DE YAVAROS SON."	85000
"PIN8A0200412"	"Pulidos Industriales S.A. de C.V."	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	57811	3599872	32.53717	-116.92071	"BAJA CALIFORNIA"	"Tijuana"	"2do. Eje Ote. Pte. No. 20206"	20206		"7 Sur"	"5 Sur"	"Cd. Ind. Nueva Tijuana"		"Parque industrial"	22500
"PINS72501211"	"Pescados Industrializados S. A. de C.V."	"Alimenticio y/o de consumo humano "	"Preparacion y envasado alimentos"	"Proceso y comercialización de atún enlatado"	0	0	"23°12'44"""	"106°23'39"""	"SINALOA"	"Mazatlan"	"Calle Puerto de Mazatlán"	406		"Avenida Puerto de Veracruz"	"Muelle pesquero"	"Parque Industrial Alfredo V. Bonfil"	"Mazatlán"	"Parque Industrial Alfredo V Bonfil"	82050
"PIR570900711"	"PAPELERA IRUÑA S.A. DE C.V."	"Celulosa y papel"	"Produccion de carton y cartoncillo"	"PRODUCCIÓN DE CARTÓN Y CARTONCILLO (SI INVOLUCRA OPERACIONES TÉRMICAS; NO INCLUYE LA MICR"	491969.49	2135783.44	19.31835	-99.07746	"DISTRITO FEDERAL"	"Iztapalapa"	"AVENIDA TLÁHUAC"	5921		"LAS AGUJAS"	"CANAL DE GARAY"	"EL VERGEL"			9880
"PLAEA1701111"	"Placosa S.A de C.V"	"Quimica"	"Produccion de adhesivos y selladores"	"PRODUCCIÓN DE ADHESIVOS Y SELLADORES BASE SOLVENTE Y BASE AGUA."	0	0	"18°55'55"""	"-99°11'26"""	"MORELOS"	"Jiutepec"	"Calle 56 Sur"	11	"NA"	"Andador 5 Este"	"Andador 11 Este"	"Civac"	"Jiutepec"	"Zona industrial Civac"	62500
"PLENS0200411"	"Philips Lighting Electronics Mexico, S.A. de C.V"	"Articulos y productos metalicos "	"Fabricacion de articulos y productos metalicos"	"Fabricacion y ensamble de transformadores."	0	0	32.46105	-116.91059	"BAJA CALIFORNIA"	"Tijuana"	"Blvd. Insurgentes"	19814	4			"Parque Industrial Baja Maq Insurgentes."	"Tijuana"	"Parque Industrial Baja Maq Insurgentes"	22599
"PMA561904611"	"Cía Papelera Maldonado S.A. de C.V."	"Celulosa y papel"	"Produccion de papel"	"PRODUCCIÓN DE PAPEL"	0	0	"25°43'43"""	"0.1°17'21"""	"NUEVO LEON"	"San Nicolas de los Garza"	"Av. de la Juventud"	280		"Av. Republica Mexicana"	"Av. San Nicolás"	"Cuauhtemoc"	"San Nicolas de Los Garza"		66450
"PMARP2110411"	"PASTEURIZADORA MAULEC S.A. DE C.V."	"Alimenticio y/o de consumo humano "	"Fabricacion de productos lacteos"	"PASTEURIZACIÓN Y ULTRAPASTEURIZACIÓN DE LECHE Y JUGOS"	0	0	"19°15'0"""	"97°50'0"""	"PUEBLA"	"Nopalucan"	"NA"	"SN"					"NOPALUCAN DE LA GRANJA"	"EX HACIENDA TAMARÍZ LADO B NORTE"	75120
"PME190461112"	"PRAXAIR MEXICO S. DE R. L. DE C. V."	"Quimica"	"Produccion de gases industriales"	"PRODUCCIÓN DE GASES INDUSTRIALES."	0	0	25.71628	-100.29558	"NUEVO LEON"	"San Nicolas de los Garza"	"VIA A MATAMOROS"	700		"AVE. SAN NICOLAS"	"5a. AVENIDA"	"GARZA CANTU"			66480
"PME5K0200411"	"PRAXAIR MEXICO S. DE R.L. DE C.V."	"Quimica"	"Produccion de gases industriales"	"PRODUCCIÓN DE GASES INDUSTRIALES."	0	0	32.54223	-116.91353	"BAJA CALIFORNIA"	"Tijuana"	"UNO NORTE"	126		"UNO PONIENTE"		"MESA DE OTAY"	"TIJUANA"	"CIUDAD INDUSTRIAL"	22450
"PME5K1102711"	"PRAXAIR MEXICO S. DE R. L. DE C. V. PLANTA CO2 SALAMANCA"	"Quimica"	"Produccion de gases industriales"	"PRODUCCIÓN DE GASES INDUSTRIALES."	0	0	"20°34'22"""	"101°11'39"""	"GUANAJUATO"	"Salamanca"	"PTA. No. 6 LADO OTE. RIAMA. PEMEX"	"SN"					"SALAMANCA"	"ZONA INDUSTRIAL SALAMANCA"	36750
"PME5Q2113211"	"Polimeros de México S.A. de C.V."	"Quimica"	"Produccion de resinas sinteticas"	"PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES)."	0	0	"20°12'56"""	"98°13'49"""	"TLAXCALA"	"Xicohtzinco"	"Sin Calle"	"Sin No"						"KM 15 y medio Carretera Federal Puebla Tlaxcala"	90780
"PME602201411"	"POLAROID DE MEXICO S.A. DE C.V."	"Quimica"	"Produccion de peliculas, placas y papel sensible para fotografia"	"PRODUCCIÓN DE PELÍCULAS, PLACAS Y PAPEL SENSIBLE PARA FOTOGRAFÍA."	0	0	20.63119	-100.42248	"QUERETARO"	"Queretaro"	"DOS"	43		"TRES"	"ACCESO II"	"FRACC. IND. BENITO JUAREZ"	"SANTIAGO DE QUERETARO"	"FRACC INDUSTRIAL BENITO JUAREZ"	76120
"PMEEA0801911"	"PACTIV MEXICO S. DE R.L. DE C.V."	"Celulosa y papel"	"Fabricacion de articulos y productos de papel y/o carton"	"ELABORACION DE EMPAQUES DE CARTON PARA EL MANEJO DE HUEVO (INDUSTRIA ALIMENTICIA)"	0	0	"28°43'25"""	"106°7'52"""	"CHIHUAHUA"	"Chihuahua"	"AV. NICOLAS GOGOL"	11342		"VICTOR HUGO"	"HOMERO"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	"CHIHUAHUA"		31109
"PMEEA1510411"	"PRAXAIR MEXICO S. DE R.L. DE C.V."	"Quimica"	"Produccion de gases industriales"	"FABRICACION DE GASES INDUSTRIALES"	0	0	"19°31'9"""	"-99°6'50"""	"MEXICO"	"Tlalnepantla de Baz"	"EX HACIENDA DE LA SANTA CRUZ"	"SIN NUM."		"RIO DE LOS REMEDIOS"	"AVENIDA VIDRIO PLANO"	"SAN JUAN IXHUATEPEC"	"TLALNEPANTLA"	"LA PRESA"	54180
"PMEEA1510911"	"Praxair México S. de R. L. de C. V."	"Quimica"	"Produccion de gases industriales"	"PRODUCCIÓN DE GASES INDUSTRIALES ESPECIALES Y MEDICINALES."	0	0	"19°37'3"""	"-99°11'20"""	"MEXICO"	"Tultitlan"	"Km. 32.5 Autopista México Querétaro"	"Km 32.5"		"Camino a Lago de Guadalupe"	"Camino a Tepalcapa"	"Lechería"		"Corredor industrial Lechería Cuautitlán"	54900
"PMEEA1904611"	"PRAXAIR MEXICO S. DE R. L. DE C. V."	"Quimica"	"Produccion de gases industriales"	"PRODUCCIÓN DE GASES INDUSTRIALES."	0	0	"-100°17'40"""	"25°42'53"""	"NUEVO LEON"	"San Nicolas de los Garza"	"VIA A MATAMOROS"	700		"AVE. SAN NICOLAS"	"5a. AVENIDA"	"GARZA CANTU"			66480
"PMEHM1307611"	"HOSPITAL GENERAL DE TULA PETROLEOS MEXICANOS"	"Tratamiento de residuos peligrosos "	"Tratamiento de residuos biologico-infecciosos"	"HORNO INCINERADOR"	0	0	"20°3'23"""	"0.99°20'9"""	"HIDALGO"	"Tula de Allende"	"Av. Oriente"	"Sin"	"Numero"	"Norte 2"	"Norte 1"	"Unidad Habitacional Pemex Tula Hidalgo"	"Tula de Allende Hidalgo"		42800
"PMEMB3010811"	"PRAXAIR MEXICO S DE RL DE CV PLANTA MINATITLAN"	"Quimica"	"Produccion de gases industriales"	"PURIFICACION Y LICUEFACCION DEL BIOXIDO DECARBONO"	0	0	"17°59'58"""	"0.94°33'30"""	"VERACRUZ"	"Minatitlan"	"NICOLAS BRAVO ESQ. ALTAMIRANO"	"SN"	"SN"	"MANLIO FABIO ALTAMIRANO"	"ALTAMIRA"	"LA BOMBA"	"MINATITLAN"		96830
"PMERP1000721"	"PRAXAIR MEXICO S DE RL DE C.V"	"Quimica"	"Produccion de gases industriales"	"LLENADO DE OXIGENO INDUSTRIAL MEDICINAL Y NITRÓGENO DISTRIBUCIÓN Y VENTA DE GASES INDS."	1234	1100	"25°34'7"""	"103°27'44"""	"DURANGO"	"Gomez Palacio"	"CALLE TAMAZULA"	355	"NORTE"	"LAZARO CARDENAS"	"PIEDRAS NEGRAS"	"PARQUE INDUSTRIAL LAGUNERO"		"PARQUE INDUSTRIAL LAGUNERO DE GOMEZ PALACIO DGO"	35070
"PMFEA2802211"	"Precision Metal Finishing S. de R. L. de C. V."	"Quimica"	"Galvanoplastia"	"GALVANOPLASTIA (EN PIEZAS METÁLICAS; NO INCLUYE JOYERÍA)."	2858900	657900	"25°50'15"""	"97°26'19"""	"TAMAULIPAS"	"Matamoros"	"Norte 3"	13		"Poniente 2"	"Lauro Villar"	"Ciudad Industrial"		"Ciudad Industrial Cima"	87499
"PMO9M1100711"	"Pistones Moresa S.A. de C.V"	"Automotriz "	"Produccion de otras auto partes"	"FABRICACION DE PISTONES Y PERNOS"	0	0	"20°30'32"""	"100°54'52"""	"GUANAJUATO"	"Celaya"	"CARRETERA PANAMERICANA"	"Km"	284			"2a FRACCIÓN DE CRESPO"	"CELAYA"	"2a FRACCIÓN DE CRESPO"	38110
"PMP5U1510411"	"PRODUCTORA MEXICANA DE PINTURAS S.A. DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"Producción de Pinturas Vinilicas y Esmaltes"	478327	2159752	19.52856	-99.20857	"MEXICO"	"Tlalnepantla de Baz"	"Galeana"	101		"Callejon de Tenango"	"Cerrada de Galeana"	"La Loma"	"Tlalnepantla"	"La Loma"	54060
"PNE561500511"	"PAPEPELERA DEL NEVADO SA DE CV"	"Celulosa y papel"	"Produccion de papel"	"FABRICACION DE PAPEL A BASE DE FIBRA SECUNDARIA"	0	0	"19°20'36"""	"99°48'14"""	"MEXICO"	"Almoloya de Juarez"	"KILOMETRO 16 DE LA CARR TOLUCA ZITACUARO"	"SN"					"SAN MIGUEL ALMOLOYAN"	"RESTO DEL PAIS ZONA NO URBANA"	50900
"POC5P1409711"	"PROVINDUSTRIAS DE OCCIDENTE S.A. DE C.V."	"Quimica"	"Produccion de plaguicidas y otros quimicos agricolas"	"PRODUCCIÓN DE PLAGUICIDAS Y OTROS QUÍMICOS AGRÍCOLAS (INCLUYE PRODUCTOS ORGÁNICOS E INORGÁ"	0	0	"20°27'36"""	"103°26'53"""	"JALISCO"	"Tlajomulco de Zuniga"	"PROLONGACION JUAREZ"	190		"NO CALLE"	"50 MTS. VIAS FERREAS"	"LOS CHARCOS"	"TLAJOMULCO DE ZUÑIGA"	"ZONA RURAL"	45640
"POL5Q2800311"	"Policyd S.A. de C.V. Planta Altamira"	"Quimica"	"Produccion de resinas sinteticas"	"FABRICACIÓN Y COMERCIALIZACIÓN DE RESINAS DE POLICLORURO DE VINILO ( P.V.C.)"	604270	2483200	"22°26'3"""	"97°58'52"""	"TAMAULIPAS"	"Altamira"	"Carretera Tampico Mante Km 32"	"S.N."	"S.N."	"Planta Dynasol"	"Termoeléctrica Colonias"	"Americana"	"Altamira"	"Corredor Industrial Tampico Altamira"	89600
"POL6J1505111"	"POLIOLES SA DE CV"	"Petroleo y petroquimica "	"Produccion de petroquimicos secundarios"	"PRODUCCIÓN DE PETROQUÍMICOS SECUNDARIOS."	0	0	"19°17'16"""	"99°32'34"""	"MEXICO"	"Lerma"	"KM 52.5 CARRETERA MEXICO TOLUCA"	"sn"				"RANCHO SAN CARLOS"	"LERMA"	"PARQUE INDUSTRIAL LERMA"	52000
"POL6M1510611"	"POLIURETANOS S.A. DE C.V."	"Quimica"	"Fabricacion de productos de espumas uretanicas"	"FABRICACIÓN DE PRODUCTOS DE ESPUMAS URETÁNICAS (SÓLO SI SE FABRICAN LAS SUBSTANCIAS BÁSICA"	0	0	"19°17'16.81"""	"99°38'48.34"""	"MEXICO"	"Toluca"	"ALFREDO NOBEL"	"S N"		"ALFREDO DEL MAZO"	"AV. INDUSTRIA AUTOMOTRIZ"	"ZONA INDUSTRIAL"	"TOLUCA"	"ZONA INDUSTRIAL"	50010
"POLEA1510411"	"POLICYD S.A DE C.V."	"Quimica"	"Produccion de resinas sinteticas"	"FABRICACIÓN Y COMERCIALIZACIÓN DE RESINAS DE POLICLORURO DE VINILO"	521216	2160219	"19°32'11"""	"99°12'8"""	"MEXICO"	"Tlalnepantla de Baz"	"AV. LA PRESA"	8		"AV. SAN JOSE"	"AV. DE LAS INDUSTRIAS"	"LAZARO CARDENAS"	"SAN JUAN IXHUATEPEC"	"FRACCIONAMIENTO INDUSTRIAL SAN JUAN IXHUATEPEC"	54180
"POLEA1510431"	"POLYMER S.A. DE C.V."	"Quimica"	"Produccion de resinas sinteticas"	"FABRICACION DE FRESINAS SINTETICAS"	0	0	"190°30'29"""	"99°12'41"""	"MEXICO"	"Tlalnepantla de Baz"	"GUILLERMO BARROSO"	4		"CALZADA LAS ARMAS"	"REYES HEROLES"	"FRACCINAMIENTO INDUSTRIAL LAS ARMAS"	"TLALNEPANTLA"	"FRACCIONAMIENTO INDUSTRIAL LAS ARMAS"	54080
"POLEA1901911"	"Polykron S.A. DE C.V."	"Quimica"	"Produccion de fibras y filamentos sinteticos y artificiales"	"Elaboración de fibras sinteticas"	0	0	"25°40'1"""	"-100°24'51"""	"NUEVO LEON"	"San Pedro Garza Garcia"	"Boulevard Díaz Ordaz"	"Km 333"				"La leona"	"SAN PEDRO GARZA GARCIA"	"Site AKRA NYLMEX"	66210
"POLMB1510411"	"POLIQUIMICOS S. A. DE C. V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	0	0	19.55101	-99.19425	"MEXICO"	"Tlalnepantla de Baz"	"Av. Hidalgo"	122		"Acolman"	"Acambay"	"Fracc. La Romana"	"Tlalnepantla"		54030
"POLMB2903911"	"POLAQUIMIA S.A. DE C.V."	"Quimica"	"Produccion de substancias quimicas a partir de mezclas"	"PRODUCCIÓN DE SUSTANCIAS QUÍMICAS CUANDO EXISTE REACCIÓN QUÍMICA (EXCLUYE MEZCLAS SIN REAC"	0	0	"19°23'59"""	"98°4'20"""	"TLAXCALA"	"Xaloztoc"	"KM.144 CARRETERA FEDERAL MEXICO VERACRUZ"	"SIN NUMERO"				"SAN COSME"		"APIZACO HUAMANTLA"	90460
"PON550801711"	"PONDERCEL S.A. DE C.V."	"Celulosa y papel"	"Fabricacion de celulosa"	"FABRICACIÓN DE CELULOSA."	0	0	"28°28'50"""	"106°43'45"""	"CHIHUAHUA"	"Cuauhtemoc"	"DOMICILIO CONOCIDO CENTRO AGROINDUSTRIAL"	"SN"				"ANÁHUAC"	"ANÁHUAC"		31600
"PON5U1510411"	"DuPont Mexico S.A.de C.V. Planta Tlalnepantla"	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"FABRICACION DE PINTURAS Y POLIMEROS DE INGENIERIA"	0	0	19.56542	-99.19866	"MEXICO"	"Tlalnepantla de Baz"	"CALLE INDUSTRIA ELECTRICA NO. 5 Y 10"	5		"AVENIDA GUSTAVO BAZ KM 9.5"	"CALLE INDUSTRIA ELECTRICA"	"INDUSTRIAL BARRIENTOS"	"TLALNEPANTLA"	"AVENIDA GUSTAVO BAZ KM 95"	54110
"POR6T1103211"	"PORCELANITE SA DE CV"	"Cemento y Cal"	"Fabricacion de articulos y productos de ceramica, arcilla o similares"	"PRODUCCION DE LOSETAS CERAMICA DE MURO Y PISO"	0	0	"20°58'0"""	"100°26'0"""	"GUANAJUATO"	"San Jose Iturbide"	"CARRETERA FEDERAL 57 QUERETARO SLP KM 47"	"KM 47"				"LA CINTA"	"SAN JOSE ITURBIDE"	"CORREDOR INDUSTRIAL"	37980
"POS5U1902611"	"PINTURAS OSEL S.A. DE C.V."	"Pinturas y tintas "	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"PRODUCCIÓN DE TODO TIPO DE PINTURAS, RECUBRIMIENTOS E IMPERMEABILIZANTES (EXCLUYE PRODUCTO"	0	0	"25°43'18.71"""	"100°12'06.91"""	"NUEVO LEON"	"Guadalupe"	"AVE. ACAPULCO"	1500		"AVE. LOS CRISTALES"	"MADAGASCAR"	"JOSEFA ZOZAYA"	"GUADALUPE"		67110
"POX5I1904611"	"PYOSA OXIDES S.A. DE C.V."	"Quimica"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCIÓN DE ÁCIDOS, BASES Y SALES INORGÁNICAS."	0	0	"25º45'42.74"""	"100º18'26.44"""	"NUEVO LEON"	"San Nicolas de los Garza"	"M.L. BARRAGAN"	701	"O"			"ZONA INDUSTRIAL SAN NICOLAS"		"SAN NICOLAS"	66450
"PPA320091111"	"Plata Panamericana S.A. de C.V."	"Otros"	"Pesca Comercial"	"Extracción y Beneficio de Minerales"	1813056	2879160	"23°23'0"""	"103°45'26"""	"ZACATECAS"	"Chalchihuites"	"Domicilio Conocido"	"SN"					"La Colorada"	"Comunidad La Colorada"	99260
"PPAKE0500211"	"PISTAS DE PRUEBAS AMISTAD S.A. DE C.V."	"Otros"	"Reparacion y mantenimiento automotriz"	"PRUEBA Y EVALUACION DE LLANTAS NUEVAS"	3250033	14297928	29.36065	-101.08355	"COAHUILA"	"Acuna"	"CARRETERA PRESA LA AMISTAD KM. 14.6"	14.6				"PARQUE INDUSTRIAL"	"ACUÑA"		26230
