"NRA"	"NOMBRE"	"SCIAN"	"DESCRIPCIÓN SCIAN"	"SECTOR"	"CLAVE
AMBIENTAL"	"SUBSECTOR"	"PRINCIPAL ACTIVIDAD PRODUCTIVA"	"PARQUE INDUSTRIAL"	"COORDENADA
UTM X"	"COORDENADA
UTM Y"	"LATITUD NORTE"	"LONGITUD 
OESTE"	"CALLE"	"NÚM. EXT"	"NÚM. INT"	"COLONIA"	"LOCALIDAD"	"ESTADO"	"MUNICIPIO"	"C.P."
"RIALJ1904811"	"RECICLADORA INDUSTRIAL DE ACUMULADORES S.A. DE C.V.,RIASA"	"331419"	"Fundición y refinación de otros metales no ferrosos"	"Tratamiento de residuos peligrosos"	"LX"	"Tratamiento termico de residuos peligrosos"	"RECICLAJE DE ACUMULADORES USADOS"	"PARQUE INDUSTRIAL GONHER"	"347654.0908"	"2843701.2749"	"25°42'11"""	"100°31'6"""	"Carretera A GARCIA KM 1.2"	"SN "	"11 "		"CIUDAD SANTA CATARINA"	"NUEVO LEON"	"Santa Catarina"	"66350"
"RIBLJ2402811"	"JOVITA RIVERA BRAVO,METALES Y ALUMINIOS EXCLUSIVOS JTQ"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"FUNDICION DE CHATARRA DE ALUMINIO Y OTROS METALES "	"FUNDIDORES"	"304154.8392"	"2440872.6057"	"22°3'42"""	"100°53'52"""	"Calle FUSIÓN"	"NO. 1313 "	" "		"SAN LUIS POTOSI"	"SAN LUIS POTOSI"	"San Luis Potosi"	"78395"
"RIC7T1502511"	"ELSA RIVERA CASTREJON,FUNDIDORA ASTRA"	"332110"	"Fabricación de productos metálicos forjados y troquelados"	"Metalurgica (incluye la siderurgica)"	"LJ"	"Fundicion de chatarra de fierro, de aluminio, de bronce, de plomo y de otros materiales metalicos"	"Fundición de Chatarra de Fierro Gris"		"517509.4613"	"2129169.5711"	"19°15'21"""	"98°50'0"""	"Calle CARRETERA CHALCO TLAHUAC"	"S/N "	" "	"Colonia LA SALITRERA"	"CHALCO DE DIAZ COVARRUBIAS"	"MEXICO"	"Chalco"	"56600"
"RIN6T0801911"	"RECUBRIMIENTOS INTERCERAMIC,S.A. DE C.V.,RECUBRIMIENTOS INTERCERAMIC S.A. DE C.V. PLANTA 4"	"327122"	"Fabricación de azulejos y losetas no refractarias"	"Cemento y Cal"	"6R"	"Produccion de articulos ceramicos no estructurales"	"Fabricación de loseta cerámica"	"COMPLEJO INDUSTRIAL CHIHUAHUA"	"391551.4517"	"3176583.1615"	"28°42'43"""	"106°6'37"""	"Avenida HOMERO "	"385 "	" "		"CHIHUAHUA"	"CHIHUAHUA"	"Chihuahua"	"31136"
"RIN950200411"	"RECTIFICADORES INTERNACIONALES SA DE CV,RECTIFICADORES INTERNACIONALES"	"334410"	"Fabricación de componentes electrónicos"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"FABRICACIÓN DE OTROS PRODUCTOS ELECTRICOS"		"501618.7631"	"3590310.9029"	"32°26'59"""	"116°58'57"""	"Calle PROLONGACION LOS CABOS"	"9234 "	" "	"Colonia P.IND.PAC.II SECC."	"TIJUANA"	"BAJA CALIFORNIA"	"Tijuana"	"22643"
"RIV0900300207"	"RIVERFARMA S.A. DE C.V.,RIVERFARMA"	"325412"	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICACIÓN DE PREPARACIONES FARMACEUTICAS"		"487224.5813"	"2140008.9794"	"19°21'14"""	"99°7'17"""	"Calzada DE LA VIGA"	"1949 "	" "	"Colonia PRADO CHURUBUSCO"	"COYOACAN"	"DISTRITO FEDERAL"	"Coyoacan"	"04230"
"RLE1103700141"	"RELATS MEXICO SA DE CV,RELATS MÉXICO"	"336390"	"Fabricación de otras partes para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de otras partes para vehículos automotrices"	"PUERTO INTERIOR"	"242666.8876"	"2325968.8971"	"21°0'59"""	"101°28'32"""	"Calle SAN JAVIER"	"107 "	" "		"SILAO DE LA VICTORIA"	"GUANAJUATO"	"Silao"	"36275"
"RLI520803711"	"RESORTES LIBERTAD S.A. DE C.V.,"	"339999"	"Otras industrias manufactureras"	"Articulos y productos metalicos"	"82"	"Produccion de alambre y productos de alambre"	"FABRICACION DE ALAMBRE, PRODUCTOS DE ALAMBRE Y RESORTES"		"367484.7944"	"3509242.9603"	"31°42'39"""	"106°23'54"""	"Calle OHM"	"8850 C"	" "	"Colonia PARQUE INDUSTRIAL BERMUDEZ"	"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32470"
"RLVEE1902612"	"RIVERO LINDA VISTA S.A. DE C.V. ,CHEVROLET RIVERO GUADALUPE"	"468111"	"Comercio al por menor de automóviles y camionetas nuevos"	"Automotriz"	"9G"	"Produccion de automoviles, camiones, tractocamiones y similares"	"Comercio al por menor de automóviles y camionetas nuevos / Servicio de mantto. automotriz"		"382150.6369"	"2839389.1854"	"25°40'3"""	"100°10'27"""	"Calle CARRETARA A REYNOSA"	"8787 "	" "	"Colonia INDUSTRIAL LA SILLA "	"GUADALUPE"	"NUEVO LEON"	"Guadalupe"	"67199"
"RMAAY2300811"	"RIVERA MAYAN SA DE CV,VIDANTA RIVIERA MAYA"	"721111"	"Hoteles con otros servicios integrados"	"Otros"	"AY"	"Servicios de Hotel"	"Turismo"		"504577.1977"	"2296417.2287"	"20°46'3"""	"86°57'21"""	"Calle CARRETRA CANCUN PLAYA DEL CARMEN KM. 48"	"SN "	" "	"Colonia PLAYA PARAISO"	"PLAYA DEL CARMEN"	"QUINTANA ROO"	"Solidaridad"	"77710"
"RMAN60901511"	"REPRESENTACIONES MEX-AMÉRICA, S.A. DE C.V.,REMEXA"	"325412"	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS"		"485682.7258"	"2147513.3343"	"19°25'18"""	"99°8'10"""	"Calle DIAGONAL 20 DE NOVIEMBRE"	"264 "	" "	"Colonia OBRERA"	"CUAUHTEMOC"	"DISTRITO FEDERAL"	"Cuauhtemoc"	"06800"
"RMA1306900037"	"RECICLADORA MEXICANA DE ACEITES LUBRICANTES S.A. DE C.V.,RECICLADORA MEXICANA DE ACEITES LUBRICANTES, S.A. DE C.V."	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"LY"	"Tratamiento de residuos peligrosos para uso como combustibles alternos"	"ELABORACIÓN DE COMBUSTIBLE ALTERNO"	"TIZAYUCA"	"504668.8517"	"2192983.397"	"19°49'58"""	"98°57'19"""	"Ninguno NORTE 2"	"LT 10 "	" "		"TIZAYUCA"	"HIDALGO"	"Tizayuca"	"43800"
"RMCMB1512111"	"RECUBRIMIENTOS Y MAQUILAS CANADA, S.A. DE C.V.,"	"325190"	"Fabricación de otros productos químicos básicos orgánicos"	"Quimica"	"MB"	"Produccion de substancias quimicas a partir de mezclas "	"Fabricación, compra-venta e  industrialización de pinturas, resinas, plastificantes, solve"		"477308.2576"	"2172953.8337"	"19°39'6"""	"99°12'59"""	"Calle TRANSFORMACION"	"NO.16 "	" "	"Colonia FRACCIONAMIENTO INDUSTRIAL LA JOYA"	"CUAUTITLAN IZCALLI"	"MEXICO"	"Cuautitlan Izcalli"	"54730"
"RME0803700290"	"APLICADORES MEXICANOS, S.A.P.I. DE C.V.,"	"332999"	"Fabricación de otros productos metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"Fabricación de otros productos metalicos"	"PARQUE INDUSTRIAL LAS LOMAS"	"367998.1999"	"3504494.5292"	"31°40'5"""	"106°23'32"""	"Avenida PASEO DE LA VICTORIA"	"9391 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32663"
"RME2201400956"	"RBP METALURGIA, S.A. DE C.V.,"	"333910"	"Fabricación de bombas y sistemas de bombeo"	"Metalurgica (incluye la siderurgica)"	"LK"	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"Fabricación y ensamble de maquinaria y equipo para diversos usos industriales"	"BENITO JUAREZ"	"350595.1404"	"2280373.5797"	"20°36'59"""	"100°26'1"""	"Avenida FELIPE CARRILLO PUERTO"	"303 "	" "		"SANTIAGO DE QUERETARO"	"QUERETARO"	"Queretaro"	"76130"
"RME5V0900711"	"ROBERTET DE MEXICO SA DE CV,ROBERTET DE MEXICO S.A. DE C.V."	"325620"	"Fabricación de cosméticos, perfumes y otras preparaciones de tocador"	"Quimica"	"5V"	"Produccion de materias primas para perfumes y cosmeticos"	"MEZCLA DE PRODUCTOS ODORIFEROS PARA LA PERFUMERIA Y ALIMENTACION"		"488589.8024"	"2140521.7234"	"19°21'31"""	"99°6'31"""	"Calle Año de Juárez"	"65 "	" "	"Colonia Granjas San Antonio"	"IZTAPALAPA"	"DISTRITO FEDERAL"	"Iztapalapa"	"09070"
"RME9A0200211"	"RHEEM MEXICALI, S. DE R.L. DE C.V.,"	"335220"	"Fabricación de aparatos de línea blanca"	"Articulos y productos metalicos"	"8N"	"Produccion de aparatos de refrigeracion y/o aire acondicionado"	"Fabricación y ensamble de calentadores eléctricos y de gas para uso domestico"	"EL ROBLEDO"	"649172.8324"	"3605085.0727"	"32°34'23"""	"115°24'38"""	"Calzada ROBLEDO INDUSTRIAL"	"398 "	" "		"MEXICALI"	"BAJA CALIFORNIA"	"Mexicali"	"21384"
"RME9M2201411"	"RONAL QUERETARO, S.A. DE C.V.,"	"332999"	"Fabricación de otros productos metálicos"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE RINES DE ALUMINIO"	"PARQUE INDUSTRIAL QUERÉTARO"	"350343.3578"	"2302294.2889"	"20°48'52"""	"100°26'17"""	"Calle SAN PEDRITO"	"108 "	" "		"SANTA ROSA JAUREGUI"	"QUERETARO"	"Queretaro"	"76220"
"RMM8A0900511"	"RECUBRIMIENTOS METALICOS DE MEXICO, S.A. DE C.V.,RECUBRIMIENTOS METALICOS DE MEXICO"	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"PIEZAS METALICAS GALVANIZADAS"	"ARAGON"	"489498.0173"	"2153449.7817"	"19°28'31"""	"99°6'0"""	"Calle PELICANO"	"229 "	" "		"GUSTAVO A. MADERO"	"DISTRITO FEDERAL"	"Gustavo A. Madero"	"07460"
"RMW7N1901221"	"REA MAGNET WIRE TRADING COMPANY DE MÉXICO S. DE R.L. DE C.V.,REA MAGNET WIRE"	"332610"	"Fabricación de alambre, productos de alambre y resortes"	"Metalurgica (incluye la siderurgica)"	"7N"	"Afinacion y refinacion de cobre"	"Producción de alambre de cobre y aluminio revestido"		"387445.9078"	"2877778.4974"	"26°0'52"""	"100°7'29"""	"Calle AV.  MEXICO"	"101 "	" "	"Colonia LOS ENCINITOS"	"CIENEGA DE FLORES"	"NUEVO LEON"	"Cienega de Flores"	"65550"
"ROD7X1403911"	"RODYGAN S.A DE C.V.,RODYGAN S.A. DE C.V."	"332810"	"Recubrimientos y terminados metálicos"	"Quimica"	"8A"	"Galvanoplastia"	"FABRICACION DE MUEBLES METALICOS PLEGABLES Y FIJOS"		"671187.521"	"2282833.9573"	"20°38'13"""	"103°21'25"""	"Calle  22"	"2510 "	" "	"Colonia ZONA INDUSTRIAL"	"GUADALAJARA"	"JALISCO"	"Guadalajara"	"44940"
"ROTND1900611"	"ROTORES S.A. DE C.V.,"	"335311"	"Fabricación de motores y generadores eléctricos"	"Metalurgica (incluye la siderurgica)"	"LK"	"Fabricacion y ensamble de maquinaria y equipo para diversos usos industriales"	"FUNDICION TROQ.MAQ.FRESADO Y ACABADO DE MAT.DADOS, MOLDES Y HERR. Y ART. MET. EN GRAL"	"corredor industrial"	"381522.3439"	"2853532.0037"	"25°47'42"""	"100°10'54"""	"Boulevard  LIC. CARLOS SALINAS DE GORTARI"	"km 9.6 "	"S/N "		"CIUDAD APODACA"	"NUEVO LEON"	"Apodaca"	"66600"
"RPGMJ1000911"	"REFINADORA PLATA GUANACEVÍ, S.A. DE C.V.,ENDEAVOUR SILVER"	"212222"	"Minería de plata"	"Metalurgica (incluye la siderurgica)"	"MJ"	"Mineria de plata"	"Exploración, Explotación y Beneficio de Plata "		"404359.3683"	"2867102.3403"	"25°55'9"""	"105°57'17"""	"Terracería Camino Poblado a Cebollas"	"S/N "	" "	"Ejido Arroyo del Hacho"	"GUANACEVI"	"DURANGO"	"Guanacevi"	"35400"
"RPM2W1502411"	"RALSTON PURINA MEXICO SA DE CV,NESTLÉ PURINA"	"311110"	"Elaboración de alimentos para animales"	"Otros"	"2W"	"Produccion de alimentos para animales"	"Produccion de Alimentos para Mascota"		"480886.6126"	"2174237.2739"	"19°39'48"""	"99°10'56"""	"Calle FERRONALES PONIENTE"	"NO.515 "	" "	"Colonia Guadalupe (jabonero)"	"CUAUTITLAN"	"MEXICO"	"Cuautitlan"	"54800"
"RQM5Q1501411"	"REICHHOLD QUIMICA DE MEXICO, S.A. DE C.V.,REICHHOLD QUIMICA DE MEXICO SA DE CV"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"PRODUCCION DE RESINAS SINTETICAS (INCLUYE PLASTIFICANTES)"	"PARQUE INDUSTRIAL ATLACOMULCO"	"406469.8242"	"2188512.0335"	"19°47'24"""	"99°53'34"""	"Boulevard ARTURO MONTIEL ROJAS"	"10006 "	" "		"ATLACOMULCO DE FABELA"	"MEXICO"	"Atlacomulco"	"50450"
"RQU5I1901011"	"ROT QUIMICA S.A. DE C.V.,"	"325180"	"Fabricación de otros productos químicos básicos inorgánicos"	"Quimica"	"5I"	"Produccion de acidos, bases y sales inorganicas"	"PRODUCCION DE ACIDOS, BASES Y SALES INORGANICAS"	"ROT QUIMICA S.A. DE C.V."	"363761.3532"	"2865491.4543"	"25°54'5"""	"100°21'36"""	"Calle CARRETERA MONTERREY-MONCLOVA KM. 14"	"S/N "	" "		"CARMEN"	"NUEVO LEON"	"Carmen"	"66550"
"RQU5Q1904811"	"REACCIONES QUÍMICAS, S.A. DE C.V.,"	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"PRODUCCIÓN DE RESINAS SINTÉTICAS (INCLUYE PLASTIFICANTES)"		"348693.0715"	"2842752.1244"	"25°41'41"""	"100°30'28"""	"Calle CARRETERA A SALTILLO KM. 7"	"S/N "	"S/N "	"Colonia PARQUE INDUSTRIAL EL OBISPO"	"CIUDAD SANTA CATARINA"	"NUEVO LEON"	"Santa Catarina"	"66350"
"RSI1605300798"	"RESINAS SINTETICAS S.A.DE C.V.,RESINAS SINTÉTICAS S.A. DE C.V."	"325211"	"Fabricación de resinas sintéticas"	"Quimica"	"5Q"	"Produccion de resinas sinteticas"	"Fabricación de Productos Químicos en general"		"267287.6763"	"2178732.38"	"19°41'25"""	"101°13'11"""	"Calle Juana Barragan"	"1356 "	" "	"Colonia AGUSTIN ARRIAGA RIVERA"	"MORELIA"	"MICHOACAN"	"Morelia"	"58190"
"RSL2405000020"	"RONAL SAN LUIS SA DE CV,"	"339999"	"Otras industrias manufactureras"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"Fabricación de rines de aluminio para la industria automotriz"	"LOGISTIK"	"307289.5424"	"2428590.3343"	"21°57'4"""	"100°51'57"""	"Calle FRANKFURT"	"203 "	" "		"LAGUNA DE SAN VICENTE"	"SAN LUIS POTOSI"	"Villa de Reyes"	"79526"
"RSM1501300024"	"RAMCO STAMPING DE MÉXICO S.A. DE C.V.,"	"336370"	"Fabricación de piezas metálicas troqueladas para vehículos automotrices"	"Automotriz"	"9M"	"Produccion de otras auto partes"	"FABRICACIÓN DE AUTOPARTES TROQUELAS Y MAQUINADAS"		"474876.7921"	"2163758.8307"	"19°34'6"""	"99°14'22"""	"Avenida SAN MATEO"	"40 "	". "	"Colonia SAN JUAN BOSCO"	"CIUDAD LOPEZ MATEOS"	"MEXICO"	"Atizapan de Zaragoza"	"52946"
"RTGLT1509011"	"RECOLECTORA Y TRATADORA GARBAGE S.A. DE C.V.,RECOLECTORA Y TRATADORA GARBAGE, S.A. DE C.V."	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"LT"	"Tratamiento de residuos biologico-infecciosos"	"TRATAMIENTO DE RESIDUOS PELIGROSOS BIOLÓGICO INFECCIOSOS"		"437567.9398"	"2114035.6338"	"19°7'6"""	"99°35'36"""	"Calle EL VENADO"	"MZ. 26, LOTE 24 "	" "	"Colonia PARQUE INDUSTRIAL TENANGO DEL VALLE"	"SANTIAGUITO CUAXUSTENCO"	"MEXICO"	"Tenango del Valle"	"52300"
"RTL5U1102011"	"RECUBRIMIENTOS TÉCNICOS DE LEÓN SA DE CV,"	"325510"	"Fabricación de pinturas y recubrimientos"	"Pinturas y tintas"	"5U"	"Produccion de pinturas, recubrimientos e impermeabilizantes"	"Fabricación de pinturas y recubrimientos "		"220925.0262"	"2339131.5331"	"21°7'55"""	"101°41'12"""	"Calle OMEGA"	"310 "	" "	"Fraccionamiento DELTA NORTE"	"LEON DE LOS ALDAMA"	"GUANAJUATO"	"Leon"	"37545"
"RTMBB0200311"	"RECICLADORA TEMARRY DE MEXICO SA DE CV,RECICLADORA TEMARRY DE MEXICO"	"562111"	"Manejo de residuos peligrosos y servicios de remediación a zonas dañadas por materiales o residuos peligrosos"	"Tratamiento de residuos peligrosos"	"LV"	"Tratamiento quimico de residuos peligrosos"	"manejo de residuos peligrosos"		"544427.9952"	"3602754.2237"	"32°33'40"""	"116°31'36"""	"Calle CARRET. FEDERAL NO.2 MEX-TIJ. KM. 121"	"121 "	" "	"Colonia SAN PABLO"	"TECATE"	"BAJA CALIFORNIA"	"Tecate"	"21530"
"RUF2116400002"	"JOSÉ DOLORES RUIZ FUENTES,"	"327410"	"Fabricación de cal"	"Cemento y Cal"	"74"	"Produccion de cal"	"PRODUCCIÓN DE CAL"		"615273.4304"	"2099384.2418"	"18°59'1"""	"97°54'17"""	"Calle CAMINO ANTIGUO SECCION CUARTA"	"SN "	" "	"Colonia SAN JUAN NEGRETE"	"TEPEACA"	"PUEBLA"	"Tepeaca"	"75200"
"RUGND1904611"	"RUGO, S.A. DE C.V.,RUGO"	"332910"	"Fabricación de válvulas metálicas"	"Metalurgica (incluye la siderurgica)"	"7T"	"Fundicion  y moldeo de piezas de hierro y acero"	"FABRICACIÓN, DISTRIBUCIÓN Y VENTA DE VÁLVULAS Y ACCESORIOS PARA BAÑO Y COCINA"		"371982.4655"	"2844022.4629"	"25°42'30"""	"100°16'33"""	"Calle AVE. LOS ÁNGELES"	"1005 OTE. "	" "	"Colonia FUTURO NOGALAR"	"SAN NICOLAS DE LOS GARZA"	"NUEVO LEON"	"San Nicolas de los Garza"	"66483"
"RUMND1505111"	"RISH, S.A. DE C.V.,RISH"	"339999"	"Otras industrias manufactureras"	"Quimica"	"8A"	"Galvanoplastia"	"FABRICACION DE HERRAJES"	"LERMA DE VILLADA CENTRO"	"444519.3191"	"2133953.9021"	"19°17'55"""	"99°31'41"""	"Calle SANTA ANA"	"35 "	"1 "		"LERMA DE VILLADA"	"MEXICO"	"Lerma"	"52000"
"RVC362201611"	"REFRESCOS VICTORIA DEL CENTRO, S. DE R.L. DE C.V. PLANTA SAN JUAN DEL RÍO,REFRESCOS VICTORIA DEL CENTRO, S. DE R.L. DE C.V."	"312111"	"Elaboración de refrescos y otras bebidas no alcohólicas"	"Bebidas y tabaco"	"36"	"Produccion de refrescos"	"ELABORACION, ENVASADO Y DISTRIBUCION DE BEBIDAS-AGUA, REFRESCOS, JUGOS, NECTARES "		"397596.7178"	"2257654.9219"	"20°24'52"""	"99°58'53"""	"Calle AV. CENTRAL"	"241 "	" "	"Colonia VALLE DE ORO"	"SAN JUAN DEL RIO"	"QUERETARO"	"San Juan del Rio"	"76803"
"SAB2T0503011"	"SABRITAS, S. DE R.L. DE C.V.,"	"311910"	"Elaboración de botanas"	"Alimenticio y/o de consumo humano"	"2T"	"Produccion de botanas, frituras y similares"	"ELABORACION DE BOTANAS"	"PARQUE INDUSTRIAL"	"297630.1048"	"2816893.1068"	"25°27'19"""	"101°0'45"""	"Calle CARRETERA A TORREON KM. 1.5"	"S/N "	" "		"SALTILLO"	"COAHUILA"	"Saltillo"	"25110"
"SAC1P1301011"	"SIGMA ALIMENTOS CENTRO S.A. DE C.V.,SIGMA"	"311613"	"Preparación de embutidos y otras conservas de carne de ganado, aves y otros animales comestibles"	"Alimenticio y/o de consumo humano"	"1P"	"Produccion de embutidos y conservas de carnes"	"Preparación de embutidos y otras conservas de carne/Preparación de pizzas "		"472968.2073"	"2217134.9039"	"20°3'3"""	"99°15'30"""	"Calle CARR.REFINERÍA ATITALAQUIA"	"127 "	" "	"Colonia EL CARDONAL"	"CARDONAL"	"HIDALGO"	"Atitalaquia"	"42970"
"SAC1P1503311"	"SIGMA ALIMENTOS CENTRO, S.A. DE C.V.,"	"431199"	"Comercio al por mayor de otros alimentos"	"Alimenticio y/o de consumo humano"	"1P"	"Produccion de embutidos y conservas de carnes"	"Elaboración, compra, venta y distribución de productos alimenticios para el consumo  human"		"490887.2155"	"2157794.6376"	"19°30'53"""	"99°5'12"""	"Calle ERNESTO PUGIBET"	"2 "	" "	"Colonia FRACC.IND.XALOSTOC"	"ECATEPEC DE MORELOS"	"MEXICO"	"Ecatepec de Morelos"	"55348"
"SAC7T0500611"	"HECTOR MARCELO SANCHEZ CANTU,METALÚRGICA CASTAÑOS"	"331520"	"Moldeo por fundición de piezas metálicas no ferrosas"	"Metalurgica (incluye la siderurgica)"	"ND"	"Fundicion  y moldeo de piezas de metales no ferrosos"	"FUNDICIÓN Y MOLDEO DE PIEZAS DE HIERRO GRIS Y BRONCE"		"259443.6466"	"2967548.623"	"26°48'31"""	"101°25'12"""	"Calle BLVD. GUSTAVO GALAZ"	"KM 178 "	" "	"Colonia CALIFORNIA"	"CASTAÑOS"	"COAHUILA"	"Castanos"	"25870"
"SAG1N1401311"	"SONORA AGROPECUARIA SA DE CV,"	"311611"	"Matanza de ganado, aves y otros animales comestibles"	"Alimenticio y/o de consumo humano"	"1M"	"Matanza de ganado y aves"	"Sacrificio Corte y Empacado de Carnicos"		"756017.4228"	"2273154.1671"	"20°32'23"""	"102°32'40"""	"Calle KM 86.1 CARR FED 90 TRAMO GUAD-LA PIEDAD"	"90 na"	"na na"	"Colonia ATOTONILCO EL ALTO CENTRO"	"ATOTONILCO EL ALTO"	"JALISCO"	"Atotonilco el Alto"	"47750"
"SAG1N2604211"	"SONORA AGROPECUARIA SA DE CV,"	"311611"	"Matanza de ganado, aves y otros animales comestibles"	"Alimenticio y/o de consumo humano"	"1M"	"Matanza de ganado y aves"	"Sacrificio, Corte, Proceso y Empacado de carnicos"	"NAVOJOA"	"655829.1649"	"2987357.4275"	"26°59'58"""	"109°25'46"""	"Calle CARRET. INTER. MEX. NOGALES km 1778"	"S/N "	"sn sn"		"NAVOJOA"	"SONORA"	"Navojoa"	"85226"
"SAIUB1903911"	"SISTEMA AMBIENTAL INDUSTRIAL, S.A. DE C.V.,SAISA"	"541990"	"Otros servicios profesionales, científicos y técnicos"	"Otros"	"UB"	"Suministro de servicios de luz, agua, tratamiento de aguas, drenaje ,carga y descarga y ot"	"TRATAMIENTO DE AGUAS RESIDUALES PROVENIENTES DE UN GRUPO INDUSTRIAL"		"368341.8156"	"2842748.2956"	"25°41'48"""	"100°18'43"""	"Calle GENERAL PEDRO MARÍA ANAYA"	"161 "	" "	"Ciudad DEL PRADO"	"MONTERREY"	"NUEVO LEON"	"Monterrey"	"64450"
"SALML1405311"	"SIGMA ALIMENTOS LACTEOS SA DE CV,"	"311513"	"Elaboración de derivados y fermentos lácteos"	"Alimenticio y/o de consumo humano"	"ML"	"Fabricacion de productos lacteos"	"ELABORACIÓN DE YOGHURT, QUESO, POSTRES Y BEBIDAS"	"SAN AGUSTIN (SAN AGUSTIN DE LOS ROMANES)"	"198909.9901"	"2359569.2927"	"21°18'47"""	"101°54'8"""	"Calle CAMINO A FERTIMEX"	"666 "	" "		"LAGOS DE MORENO"	"JALISCO"	"Lagos de Moreno"	"47530"
"SAM271104411"	"SEMILLAS Y AGROPRODUCTOS MONSANTO S. DE R.L. DE C.V.,"	"434111"	"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra"	"Alimenticio y/o de consumo humano"	"27"	"Beneficio y molienda de otros productos agricolas"	"Acondicionamiento de semilla de maíz"		"293120.4332"	"2269053.4039"	"20°30'32"""	"100°59'1"""	"Calle CARR. PANAMERICANA KM 293"	"293 "	" "	"Colonia Emiliano Zapata"	"VILLAGRAN"	"GUANAJUATO"	"Villagran"	"38260"
"SAM271412011"	"SEMILLAS Y AGROPRODUCTOS MONSANTO S. DE R.L. DE C.V.,SEMILLAS Y AGROPRODUCTOS MONSANTO S DE R.L DE C.V"	"434111"	"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra"	"Alimenticio y/o de consumo humano"	"27"	"Beneficio y molienda de otros productos agricolas"	"ACONDICIONAMIENTO DE SEMILLA DE MAIZ HIBRIDO PARA SIEMBRA"		"653965.0203"	"2297177.6649"	"20°46'4"""	"103°31'15"""	"Calle PASEO DEL CERENERO"	"890 "	" "	"Colonia NEXTIPAC"	"ZAPOPAN"	"JALISCO"	"Zapopan"	"45220"
"SAM5T1506211"	"SANOFI AVENTIS DE MÉXICO, S.A. DE C.V.,SANOFI AVENTIS"	"325412"	"Fabricación de preparaciones farmacéuticas"	"Quimica"	"5T"	"Produccion de farmaceuticos y medicamentos"	"FABRICA O LABORATORIO DE MEDICAMENTOS O PRODUCTIVOS PARA CONSUMO HUMANO"		"449393.761"	"2130931.4252"	"19°16'17"""	"99°28'53"""	"Calle ACUEDUCTO DEL ALTO LERMA"	"2 "	" "	"Colonia ZONA INDUSTRIAL"	"OCOYOACAC"	"MEXICO"	"Ocoyoacac"	"52740"
"SAM9K1902111"	"SISTEMAS AUTOMOTRICES DE MÉXICO, S.A. DE C.V.,SISAMEX"	"336350"	"Fabricación de partes de sistemas de transmisión para vehículos automotores"	"Automotriz"	"9K"	"Produccion de partes para el sistema de suspension y direccion"	"PRODUCCIÓN DE PARTES PARA EL SISTEMA DE SUSPENSIÓN Y DIRECCIÓN (SI INCLUYE PROCESO TERMICO"		"370095.5807"	"2856186.301"	"25°49'5"""	"100°17'45"""	"Carretera CARR. MONTERREY-COLOMBIA KM 6"	"NA NA"	"NA NA"	"Ciudad GENERAL ESCOBEDO"	"CIUDAD GENERAL ESCOBEDO"	"NUEVO LEON"	"Gral.  Escobedo"	"66050"
"SAM910803711"	"SCIENTIFIC ATLANTA DE MEXICO S DE R L DE C V,"	"334220"	"Fabricación de equipo de transmisión y recepción de señales de radio y televisión, y equipo de comunicación inalámbrico"	"Equipos y articulos electronicos, electricos y domesticos"	"91"	"Produccion de aparatos, equipos y/o accesorios electricos y/o electronicos"	"Fabricación de equipo de audio y video"	"PARQUE IND. INTERMEX"	"342300.7161"	"3471695.8798"	"31°22'8"""	"106°39'29"""	"Calle INTERMEX  ESQ. CON AV. DE LAS TORRES"	"1680 "	" "		"JUAREZ"	"CHIHUAHUA"	"Juarez"	"32690"
