"NRA"	"Nombre"	"Estado"	"Sector"	"Descripción"	"No. CAS"	"Unidad"	"Aire"	"Agua"	"Suelo"	"Reuso"	"Reciclado"	"Coprocesamiento"	"Tratamiento"	"Disposición final"	"Alcantarillado"	"Otros"	"Incineración"
"PPE5Y2111411"	"PRODUCTOS PELIKAN S.A. DE C.V."	"PUEBLA"	"Pinturas y tintas "	"Bióxido de carbono"	"124-38-9"	"ton/año"	1584.121										
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.007									
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.02									
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00058919									
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Cromo (compuestos)"	"S/C3"	"ton/año"		0.008									
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	241231.806										
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.006									
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.013									
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Bifenilos policlorados"	"1336-36-3"	"ton/año"			0.15							0.15	
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Asbesto"	"1332-21-4"	"ton/año"			0.09					0.09			
"PPELQ2113221"	"PEMEX PETROQUIMICA COMPLEJO PETROQUIMICO INDEPENDENCIA"	"PUEBLA"	"Petroleo y petroquimica "	"Cadmio"	"7440-43-9"	"ton/año"		0.005									
"PPG1Z2602911"	"PRODUCTOS PESQUEROS DE GUAYMAS S.A. DE C.V."	"SONORA"	"Alimenticio y/o de consumo humano "	"Bióxido de carbono"	"124-38-9"	"ton/año"	13084.167										
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.002	0.00057639									
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000074188045183									
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"Cromo (compuestos)"	"S/C3"	"ton/año"	0.055	0.001									
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"Arsénico"	"7440-38-2"	"ton/año"		0.00010145584217									
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.001									
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"Formaldehido"	"50-00-0"	"ton/año"	0.00065399										
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"2-Etoxietanol (Termonoetilico de etilenglicol)"	"110-80-5"	"ton/año"	0.007										
"PPG5U2201611"	"PPG INDUSTRIES DE MEXICO S.A. DE C.V."	"QUERETARO"	"Pinturas y tintas "	"Bióxido de carbono"	"124-38-9"	"ton/año"	6657.571										
"PPR1M1306312"	"PILGRIMS PRIDE S.A. DE C.V."	"HIDALGO"	"Alimenticio y/o de consumo humano "	"Arsénico"	"7440-38-2"	"ton/año"		0.00000016229									
"PPR1M1306312"	"PILGRIMS PRIDE S.A. DE C.V."	"HIDALGO"	"Alimenticio y/o de consumo humano "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000024344									
"PPR1M1306312"	"PILGRIMS PRIDE S.A. DE C.V."	"HIDALGO"	"Alimenticio y/o de consumo humano "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000025156									
"PQIEA1503311"	"PROCESOS QUÍMICOS INDUSTRIALES S. A. DE C. V."	"MEXICO"	"Quimica"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000000425									
"PQIEA1503311"	"PROCESOS QUÍMICOS INDUSTRIALES S. A. DE C. V."	"MEXICO"	"Quimica"	"Arsénico"	"7440-38-2"	"ton/año"		0.000000000825									
"PQMEA1903911"	"Productos Quimicos Monterrey S.A. de C.V."	"NUEVO LEON"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	461.293										
"PQMEA1904811"	"Productos Quimicos Monterrey S.A. de C.V."	"NUEVO LEON"	"Quimica"	"Bióxido de carbono"	"124-38-9"	"ton/año"	1656.251										
"PQP5U1509911"	"PRODUCTOS QUIMICOS Y PINTURAS S.A. DE C.V"	"MEXICO"	"Pinturas y tintas "	"Estireno (fenil etileno)"	"100-42-5"	"ton/año"	1.598										
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.135										
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	3312.342										
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Formaldehido"	"50-00-0"	"ton/año"	3.576										
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Benceno"	"71-43-2"	"ton/año"	0.039										
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"1,1,1-Tricloroetano"	"71-55-6"	"ton/año"	0.02										
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Níquel (compuestos)"	"S/C5"	"ton/año"	7.261	0.005									
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Mercurio"	"7439-97-6"	"ton/año"	0.012										
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"	0.115	0.007									
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Cadmio"	"7440-43-9"	"ton/año"	0.045	0.005									
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Cromo (compuestos)"	"S/C3"	"ton/año"	0.073	0.005									
"PRE671307612"	"PEEMEX REFINACION REFINERIA MIGUEL HIDALGO"	"HIDALGO"	"Petroleo y petroquimica "	"Metano"	"74-82-8"	"ton/año"	0.383										
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Formaldehido"	"50-00-0"	"ton/año"	3.475										
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.043									
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Benceno"	"71-43-2"	"ton/año"	0.035										
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"1,1,1-Tricloroetano"	"71-55-6"	"ton/año"	0.02										
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Metano"	"74-82-8"	"ton/año"	1240.977										
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Mercurio"	"7439-97-6"	"ton/año"	0.012										
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"	0.115	0.031									
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Cadmio"	"7440-43-9"	"ton/año"	0.043	0.023									
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Cromo (compuestos)"	"S/C3"	"ton/año"	0.084	0.09									
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.003									
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Níquel (compuestos)"	"S/C5"	"ton/año"	7.272	0.09									
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.134	0.157									
"PRE672007912"	"PEMEX REFINACION REF. ING ANTONIO DOVALI JAIME"	"OAXACA"	"Petroleo y petroquimica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	962388.865										
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Níquel (compuestos)"	"S/C5"	"ton/año"		0.011									
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Plomo (compuestos)"	"S/C6"	"ton/año"		0.01									
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000579									
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Acetaldehido"	"75-07-0"	"ton/año"	0.01										
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	28382.961										
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Benceno"	"71-43-2"	"ton/año"	0.003										
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00031549									
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Formaldehido"	"50-00-0"	"ton/año"	0.366										
"PRE672107111"	"PEMEX REFINACION SECTOR CATALINA"	"PUEBLA"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000016317									
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Níquel (compuestos)"	"S/C5"	"ton/año"	1.963										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Plomo (compuestos)"	"S/C6"	"ton/año"	0.04										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Cromo (compuestos)"	"S/C3"	"ton/año"	0.02										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	1135789.384										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Formaldehido"	"50-00-0"	"ton/año"	1.476										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Cadmio"	"7440-43-9"	"ton/año"	0.02										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"	0.033										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Mercurio"	"7439-97-6"	"ton/año"	0.005										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Metano"	"74-82-8"	"ton/año"	28.264										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"1,1,1-Tricloroetano"	"71-55-6"	"ton/año"	0.005										
"PRE673010811"	"REFINERIA GENERAL LAZARO CARDENAS"	"VERACRUZ"	"Petroleo y petroquimica "	"Benceno"	"71-43-2"	"ton/año"	0.025										
"PRE673201711"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION ZACATECAS"	"ZACATECAS"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000020864									
"PRE673201711"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION ZACATECAS"	"ZACATECAS"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000108									
"PRE673201711"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION ZACATECAS"	"ZACATECAS"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00076139									
"PREBM2604211"	"PEMEX REFINACION TAD NAVOJOA SON"	"SONORA"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000011									
"PREBM2604211"	"PEMEX REFINACION TAD NAVOJOA SON"	"SONORA"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.00000001									
"PREBM2604211"	"PEMEX REFINACION TAD NAVOJOA SON"	"SONORA"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000008									
"PREBM2604311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION NOGALES SON"	"SONORA"	"Petroleo y petroquimica "	"Formaldehido"	"50-00-0"	"ton/año"	0.00000072531										
"PREBM2604311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION NOGALES SON"	"SONORA"	"Petroleo y petroquimica "	"Benceno"	"71-43-2"	"ton/año"	0.000017307344064										
"PREBM2604311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION NOGALES SON"	"SONORA"	"Petroleo y petroquimica "	"Acroleina"	"107-02-8"	"ton/año"	0.0000017158										
"PREBM2604311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION NOGALES SON"	"SONORA"	"Petroleo y petroquimica "	"Acetaldehido"	"75-07-0"	"ton/año"	0.00014228009536										
"PREEA1406611"	"PLASTICOS REX SA DE CV"	"JALISCO"	"Articulos y productos plasticos "	"Bióxido de carbono"	"124-38-9"	"ton/año"	259.161										
"PREEA1407011"	"PRECITUBO S.A. DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000014058492									
"PREEA1407011"	"PRECITUBO S.A. DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000013054314									
"PREEA1407011"	"PRECITUBO S.A. DE C.V."	"JALISCO"	"Metalurgica (incluye la siderurgica) "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000099078896									
"PREEA3019311"	"CENTRO EMBARCADOR BAJOS DE LA GALLEGA"	"VERACRUZ"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000028416									
"PREEA3019311"	"CENTRO EMBARCADOR BAJOS DE LA GALLEGA"	"VERACRUZ"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000000936									
"PREEA3019311"	"CENTRO EMBARCADOR BAJOS DE LA GALLEGA"	"VERACRUZ"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00002106									
"PREKE0900511"	"PEMEX REFINACION ALTACE"	"DISTRITO FEDERAL"	"Otros"	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000007932									
"PREKE0900511"	"PEMEX REFINACION ALTACE"	"DISTRITO FEDERAL"	"Otros"	"Bióxido de carbono"	"124-38-9"	"ton/año"	192.087										
"PREKE0900511"	"PEMEX REFINACION ALTACE"	"DISTRITO FEDERAL"	"Otros"	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000062264									
"PREKE0900511"	"PEMEX REFINACION ALTACE"	"DISTRITO FEDERAL"	"Otros"	"Arsénico"	"7440-38-2"	"ton/año"		0.000010596									
"PREM90100111"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION AGUASCALIENTES"	"AGUASCALIENTES"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000001187									
"PREM90100111"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION AGUASCALIENTES"	"AGUASCALIENTES"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000010021									
"PREM90100111"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION AGUASCALIENTES"	"AGUASCALIENTES"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000101									
"PREM90200211"	"PEMEX REFINACION T.A.D. MEXICALI"	"BAJA CALIFORNIA"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000746									
"PREM90200211"	"PEMEX REFINACION T.A.D. MEXICALI"	"BAJA CALIFORNIA"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000018									
"PREM90300311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION LA PAZ B.C.S."	"BAJA CALIFORNIA SUR"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000001080625									
"PREM90300311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION LA PAZ B.C.S."	"BAJA CALIFORNIA SUR"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000002668									
"PREM90300311"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION LA PAZ B.C.S."	"BAJA CALIFORNIA SUR"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000000076505									
"PREM90501811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MONCLOVA"	"COAHUILA"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000182									
"PREM90501811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MONCLOVA"	"COAHUILA"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.0000006916									
"PREM90501811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MONCLOVA"	"COAHUILA"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000364									
"PREM90502811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SABINAS COAH."	"COAHUILA"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.00000023									
"PREM90502811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SABINAS COAH."	"COAHUILA"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.00000127									
"PREM90502811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SABINAS COAH."	"COAHUILA"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000635									
"PREM90710111"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TUXTLA GUTIERREZ."	"CHIAPAS"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000001									
"PREM90710111"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TUXTLA GUTIERREZ."	"CHIAPAS"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000180084									
"PREM90710111"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION TUXTLA GUTIERREZ."	"CHIAPAS"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000000180084									
"PREM90900612"	"PEMEX REFINACION TAD SATELITE ORIENTE"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Acetaldehido"	"75-07-0"	"ton/año"	0.000158407										
"PREM90900612"	"PEMEX REFINACION TAD SATELITE ORIENTE"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Formaldehido"	"50-00-0"	"ton/año"	0.000008075										
"PREM90900612"	"PEMEX REFINACION TAD SATELITE ORIENTE"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000002									
"PREM90900612"	"PEMEX REFINACION TAD SATELITE ORIENTE"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000001									
"PREM90900612"	"PEMEX REFINACION TAD SATELITE ORIENTE"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.0000003									
"PREM90901011"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SATELITE SUR"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000005									
"PREM90901011"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SATELITE SUR"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.00002									
"PREM90901011"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION SATELITE SUR"	"DISTRITO FEDERAL"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000001									
"PREM91000511"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION DURANGO"	"DURANGO"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.0000738									
"PREM91000511"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION DURANGO"	"DURANGO"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.00000369									
"PREM91000511"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION DURANGO"	"DURANGO"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000738									
"PREM91000712"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION GOMEZ PALACIO"	"DURANGO"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000065037									
"PREM91000712"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION GOMEZ PALACIO"	"DURANGO"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000072411									
"PREM91000712"	"PEMEX REFINACION. TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION GOMEZ PALACIO"	"DURANGO"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000043544									
"PREM91101711"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION IRAPUATO GTO."	"GUANAJUATO"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000001									
"PREM91101711"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION IRAPUATO GTO."	"GUANAJUATO"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000002									
"PREM91101711"	"TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION IRAPUATO GTO."	"GUANAJUATO"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000000185									
"PREM91412011"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION EL CASTILLO"	"JALISCO"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000016506									
"PREM91412011"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION EL CASTILLO"	"JALISCO"	"Petroleo y petroquimica "	"Arsénico"	"7440-38-2"	"ton/año"		0.000004746									
"PREM91412011"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION EL CASTILLO"	"JALISCO"	"Petroleo y petroquimica "	"Cadmio"	"7440-43-9"	"ton/año"		0.032									
"PREM91412011"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION EL CASTILLO"	"JALISCO"	"Petroleo y petroquimica "	"Mercurio (compuestos)"	"S/C4"	"ton/año"		0.000002139									
"PREM91412012"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION ZAPOPAN"	"JALISCO"	"Petroleo y petroquimica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	11962										
"PREM91605211"	"PEMEX REFINACION TAD LAZARO CARDENAS MICHOACAN"	"MICHOACAN"	"Petroleo y petroquimica "	"Bióxido de carbono"	"124-38-9"	"ton/año"	2400.529										
"PREM91608811"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION MORELIA MICHOACAN"	"MICHOACAN"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000003									
"PREM91610211"	"PEMEX REFINACION TERMINAL DE ALMACENAMIENTO Y DISTRIBUCION URUAPAN MICHOACAN"	"MICHOACAN"	"Petroleo y petroquimica "	"Cianuro inorgánico/orgánico"	"57-12-5"	"ton/año"		0.000000488									
