entidad,municipio,cve_ent,cve_mun
Veracruz de Ignacio de la Llave,Astacinga,30,19
Veracruz de Ignacio de la Llave,Atlahuilco,30,20
Veracruz de Ignacio de la Llave,Atoyac,30,21
Veracruz de Ignacio de la Llave,Atzacan,30,22
Veracruz de Ignacio de la Llave,Atzalan,30,23
Veracruz de Ignacio de la Llave,Tlaltetela,30,24
Veracruz de Ignacio de la Llave,Ayahualulco,30,25
Veracruz de Ignacio de la Llave,Banderilla,30,26
Veracruz de Ignacio de la Llave,Benito Juárez,30,27
Veracruz de Ignacio de la Llave,Boca del Río,30,28
Veracruz de Ignacio de la Llave,Calcahualco,30,29
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,30,30
Veracruz de Ignacio de la Llave,Carrillo Puerto,30,31
Veracruz de Ignacio de la Llave,Catemaco,30,32
Veracruz de Ignacio de la Llave,Cazones de Herrera,30,33
Veracruz de Ignacio de la Llave,Cerro Azul,30,34
Veracruz de Ignacio de la Llave,Citlaltépetl,30,35
Veracruz de Ignacio de la Llave,Coacoatzintla,30,36
Veracruz de Ignacio de la Llave,Coahuitlán,30,37
Veracruz de Ignacio de la Llave,Coatepec,30,38
Veracruz de Ignacio de la Llave,Coatzacoalcos,30,39
Veracruz de Ignacio de la Llave,Coatzintla,30,40
Veracruz de Ignacio de la Llave,Coetzala,30,41
Veracruz de Ignacio de la Llave,Colipa,30,42
Veracruz de Ignacio de la Llave,Comapa,30,43
Veracruz de Ignacio de la Llave,Córdoba,30,44
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,30,45
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,30,46
Veracruz de Ignacio de la Llave,Coscomatepec,30,47
Veracruz de Ignacio de la Llave,Cosoleacaque,30,48
Veracruz de Ignacio de la Llave,Cotaxtla,30,49
Veracruz de Ignacio de la Llave,Coxquihui,30,50
Veracruz de Ignacio de la Llave,Coyutla,30,51
Veracruz de Ignacio de la Llave,Cuichapa,30,52
Veracruz de Ignacio de la Llave,Cuitláhuac,30,53
Veracruz de Ignacio de la Llave,Chacaltianguis,30,54
Veracruz de Ignacio de la Llave,Chalma,30,55
Veracruz de Ignacio de la Llave,Chiconamel,30,56
Veracruz de Ignacio de la Llave,Chiconquiaco,30,57
Veracruz de Ignacio de la Llave,Chicontepec,30,58
Veracruz de Ignacio de la Llave,Chinameca,30,59
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,30,60
Veracruz de Ignacio de la Llave,Las Choapas,30,61
Veracruz de Ignacio de la Llave,Chocamán,30,62
Veracruz de Ignacio de la Llave,Chontla,30,63
Veracruz de Ignacio de la Llave,Chumatlán,30,64
Veracruz de Ignacio de la Llave,Emiliano Zapata,30,65
Veracruz de Ignacio de la Llave,Espinal,30,66
Veracruz de Ignacio de la Llave,Filomeno Mata,30,67
Veracruz de Ignacio de la Llave,Fortín,30,68
Veracruz de Ignacio de la Llave,Gutiérrez Zamora,30,69
Veracruz de Ignacio de la Llave,Hidalgotitlán,30,70
Veracruz de Ignacio de la Llave,Huatusco,30,71
Veracruz de Ignacio de la Llave,Huayacocotla,30,72
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,30,73
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,30,74
Veracruz de Ignacio de la Llave,Ignacio de la Llave,30,75
Veracruz de Ignacio de la Llave,Ilamatlán,30,76
Veracruz de Ignacio de la Llave,Isla,30,77
Veracruz de Ignacio de la Llave,Ixcatepec,30,78
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,30,79
Veracruz de Ignacio de la Llave,Ixhuatlán del Café,30,80
Veracruz de Ignacio de la Llave,Ixhuatlancillo,30,81
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,30,82
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,30,83
Veracruz de Ignacio de la Llave,Ixmatlahuacan,30,84
Veracruz de Ignacio de la Llave,Ixtaczoquitlán,30,85
Veracruz de Ignacio de la Llave,Jalacingo,30,86
Veracruz de Ignacio de la Llave,Xalapa,30,87
Veracruz de Ignacio de la Llave,Jalcomulco,30,88
Veracruz de Ignacio de la Llave,Jáltipan,30,89
Veracruz de Ignacio de la Llave,Jamapa,30,90
Veracruz de Ignacio de la Llave,Jesús Carranza,30,91
Veracruz de Ignacio de la Llave,Xico,30,92
Veracruz de Ignacio de la Llave,Jilotepec,30,93
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,30,94
Veracruz de Ignacio de la Llave,Juchique de Ferrer,30,95
Veracruz de Ignacio de la Llave,Landero y Coss,30,96
Veracruz de Ignacio de la Llave,Lerdo de Tejada,30,97
Veracruz de Ignacio de la Llave,Magdalena,30,98
Veracruz de Ignacio de la Llave,Maltrata,30,99
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,30,100
Veracruz de Ignacio de la Llave,Mariano Escobedo,30,101
Veracruz de Ignacio de la Llave,Martínez de la Torre,30,102
Veracruz de Ignacio de la Llave,Mecatlán,30,103
Veracruz de Ignacio de la Llave,Mecayapan,30,104
Veracruz de Ignacio de la Llave,Medellín de Bravo,30,105
Veracruz de Ignacio de la Llave,Miahuatlán,30,106
Veracruz de Ignacio de la Llave,Las Minas,30,107
Veracruz de Ignacio de la Llave,Minatitlán,30,108
Veracruz de Ignacio de la Llave,Misantla,30,109
Veracruz de Ignacio de la Llave,Mixtla de Altamirano,30,110
Veracruz de Ignacio de la Llave,Moloacán,30,111
Veracruz de Ignacio de la Llave,Naolinco,30,112
Veracruz de Ignacio de la Llave,Naranjal,30,113
Veracruz de Ignacio de la Llave,Nautla,30,114
Veracruz de Ignacio de la Llave,Nogales,30,115
Veracruz de Ignacio de la Llave,Oluta,30,116
Veracruz de Ignacio de la Llave,Omealca,30,117
Veracruz de Ignacio de la Llave,Orizaba,30,118
Veracruz de Ignacio de la Llave,Otatitlán,30,119
Veracruz de Ignacio de la Llave,Oteapan,30,120
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,30,121
Veracruz de Ignacio de la Llave,Pajapan,30,122
Veracruz de Ignacio de la Llave,Pánuco,30,123
Veracruz de Ignacio de la Llave,Papantla,30,124
Veracruz de Ignacio de la Llave,Paso del Macho,30,125
Veracruz de Ignacio de la Llave,Paso de Ovejas,30,126
Veracruz de Ignacio de la Llave,La Perla,30,127
Veracruz de Ignacio de la Llave,Perote,30,128
Veracruz de Ignacio de la Llave,Platón Sánchez,30,129
Veracruz de Ignacio de la Llave,Playa Vicente,30,130
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,30,131
Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,30,132
Veracruz de Ignacio de la Llave,Pueblo Viejo,30,133
Veracruz de Ignacio de la Llave,Puente Nacional,30,134
Veracruz de Ignacio de la Llave,Rafael Delgado,30,135
Veracruz de Ignacio de la Llave,Rafael Lucio,30,136
Veracruz de Ignacio de la Llave,Los Reyes,30,137
Veracruz de Ignacio de la Llave,Río Blanco,30,138
Veracruz de Ignacio de la Llave,Saltabarranca,30,139
Veracruz de Ignacio de la Llave,San Andrés Tenejapan,30,140
Veracruz de Ignacio de la Llave,San Andrés Tuxtla,30,141
Veracruz de Ignacio de la Llave,San Juan Evangelista,30,142
Veracruz de Ignacio de la Llave,Santiago Tuxtla,30,143
Veracruz de Ignacio de la Llave,Sayula de Alemán,30,144
Veracruz de Ignacio de la Llave,Soconusco,30,145
Veracruz de Ignacio de la Llave,Sochiapa,30,146
Veracruz de Ignacio de la Llave,Soledad Atzompa,30,147
Veracruz de Ignacio de la Llave,Soledad de Doblado,30,148
Veracruz de Ignacio de la Llave,Soteapan,30,149
Veracruz de Ignacio de la Llave,Tamalín,30,150
Veracruz de Ignacio de la Llave,Tamiahua,30,151
Veracruz de Ignacio de la Llave,Tampico Alto,30,152
Veracruz de Ignacio de la Llave,Tancoco,30,153
Veracruz de Ignacio de la Llave,Tantima,30,154
Veracruz de Ignacio de la Llave,Tantoyuca,30,155
Veracruz de Ignacio de la Llave,Tatatila,30,156
Veracruz de Ignacio de la Llave,Castillo de Teayo,30,157
Veracruz de Ignacio de la Llave,Tecolutla,30,158
Veracruz de Ignacio de la Llave,Tehuipango,30,159
Veracruz de Ignacio de la Llave,Álamo Temapache,30,160
Veracruz de Ignacio de la Llave,Tempoal,30,161
Veracruz de Ignacio de la Llave,Tenampa,30,162
Veracruz de Ignacio de la Llave,Tenochtitlán,30,163
Veracruz de Ignacio de la Llave,Teocelo,30,164
Veracruz de Ignacio de la Llave,Tepatlaxco,30,165
Veracruz de Ignacio de la Llave,Tepetlán,30,166
Veracruz de Ignacio de la Llave,Tepetzintla,30,167
Veracruz de Ignacio de la Llave,Tequila,30,168
Veracruz de Ignacio de la Llave,José Azueta,30,169
Veracruz de Ignacio de la Llave,Texcatepec,30,170
Veracruz de Ignacio de la Llave,Texhuacán,30,171
Veracruz de Ignacio de la Llave,Texistepec,30,172
Veracruz de Ignacio de la Llave,Tezonapa,30,173
Veracruz de Ignacio de la Llave,Tierra Blanca,30,174
Veracruz de Ignacio de la Llave,Tihuatlán,30,175
Veracruz de Ignacio de la Llave,Tlacojalpan,30,176
Veracruz de Ignacio de la Llave,Tlacolulan,30,177
Veracruz de Ignacio de la Llave,Tlacotalpan,30,178
Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,30,179
Veracruz de Ignacio de la Llave,Tlachichilco,30,180
Veracruz de Ignacio de la Llave,Tlalixcoyan,30,181
Veracruz de Ignacio de la Llave,Tlalnelhuayocan,30,182
Veracruz de Ignacio de la Llave,Tlapacoyan,30,183
Veracruz de Ignacio de la Llave,Tlaquilpa,30,184
Veracruz de Ignacio de la Llave,Tlilapan,30,185
Veracruz de Ignacio de la Llave,Tomatlán,30,186
Veracruz de Ignacio de la Llave,Tonayán,30,187
Veracruz de Ignacio de la Llave,Totutla,30,188
Veracruz de Ignacio de la Llave,Tuxpan,30,189
Veracruz de Ignacio de la Llave,Tuxtilla,30,190
Veracruz de Ignacio de la Llave,Ursulo Galván,30,191
Veracruz de Ignacio de la Llave,Vega de Alatorre,30,192
Veracruz de Ignacio de la Llave,Veracruz,30,193
Veracruz de Ignacio de la Llave,Villa Aldama,30,194
Veracruz de Ignacio de la Llave,Xoxocotla,30,195
Veracruz de Ignacio de la Llave,Yanga,30,196
Veracruz de Ignacio de la Llave,Yecuatla,30,197
Veracruz de Ignacio de la Llave,Zacualpan,30,198
Veracruz de Ignacio de la Llave,Zaragoza,30,199
Veracruz de Ignacio de la Llave,Zentla,30,200
Veracruz de Ignacio de la Llave,Zongolica,30,201
Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,30,202
Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,30,203
Veracruz de Ignacio de la Llave,Agua Dulce,30,204
Veracruz de Ignacio de la Llave,El Higo,30,205
Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,30,206
Veracruz de Ignacio de la Llave,Tres Valles,30,207
Veracruz de Ignacio de la Llave,Carlos A. Carrillo,30,208
Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,30,209
Veracruz de Ignacio de la Llave,Uxpanapa,30,210
Veracruz de Ignacio de la Llave,San Rafael,30,211
Veracruz de Ignacio de la Llave,Santiago Sochiapan,30,212
Yucatán,Abalá,31,1
Yucatán,Acanceh,31,2
Yucatán,Akil,31,3
Yucatán,Baca,31,4
Yucatán,Bokobá,31,5
Yucatán,Buctzotz,31,6
Yucatán,Cacalchén,31,7
Yucatán,Calotmul,31,8
Yucatán,Cansahcab,31,9
Yucatán,Cantamayec,31,10
Yucatán,Celestún,31,11
Yucatán,Cenotillo,31,12
Yucatán,Conkal,31,13
Yucatán,Cuncunul,31,14
Yucatán,Cuzamá,31,15
Yucatán,Chacsinkín,31,16
Yucatán,Chankom,31,17
Yucatán,Chapab,31,18
Yucatán,Chemax,31,19
Yucatán,Chicxulub Pueblo,31,20
Yucatán,Chichimilá,31,21
Yucatán,Chikindzonot,31,22
Yucatán,Chocholá,31,23
Yucatán,Chumayel,31,24
Yucatán,Dzán,31,25
Yucatán,Dzemul,31,26
Yucatán,Dzidzantún,31,27
Yucatán,Dzilam de Bravo,31,28
Yucatán,Dzilam González,31,29
Yucatán,Dzitás,31,30
Yucatán,Dzoncauich,31,31
Yucatán,Espita,31,32
Yucatán,Halachó,31,33
Yucatán,Hocabá,31,34
Yucatán,Hoctún,31,35
Yucatán,Homún,31,36
Yucatán,Huhí,31,37
Yucatán,Hunucmá,31,38
Yucatán,Ixil,31,39
Yucatán,Izamal,31,40
Yucatán,Kanasín,31,41
Yucatán,Kantunil,31,42
Yucatán,Kaua,31,43
Yucatán,Kinchil,31,44
Yucatán,Kopomá,31,45
Yucatán,Mama,31,46
Yucatán,Maní,31,47
Yucatán,Maxcanú,31,48
Yucatán,Mayapán,31,49
Yucatán,Mérida,31,50
Yucatán,Mocochá,31,51
Yucatán,Motul,31,52
Yucatán,Muna,31,53
Yucatán,Muxupip,31,54
Yucatán,Opichén,31,55
Yucatán,Oxkutzcab,31,56
Yucatán,Panabá,31,57
Yucatán,Peto,31,58
Yucatán,Progreso,31,59
Yucatán,Quintana Roo,31,60
Yucatán,Río Lagartos,31,61
Yucatán,Sacalum,31,62
Yucatán,Samahil,31,63
Yucatán,Sanahcat,31,64
Yucatán,San Felipe,31,65
Yucatán,Santa Elena,31,66
Yucatán,Seyé,31,67
Yucatán,Sinanché,31,68
Yucatán,Sotuta,31,69
Yucatán,Sucilá,31,70
Yucatán,Sudzal,31,71
Yucatán,Suma,31,72
Yucatán,Tahdziú,31,73
Yucatán,Tahmek,31,74
Yucatán,Teabo,31,75
Yucatán,Tecoh,31,76
Yucatán,Tekal de Venegas,31,77
Yucatán,Tekantó,31,78
Yucatán,Tekax,31,79
Yucatán,Tekit,31,80
Yucatán,Tekom,31,81
Yucatán,Telchac Pueblo,31,82
Yucatán,Telchac Puerto,31,83
Yucatán,Temax,31,84
Yucatán,Temozón,31,85
Yucatán,Tepakán,31,86
Yucatán,Tetiz,31,87
Yucatán,Teya,31,88
Yucatán,Ticul,31,89
Yucatán,Timucuy,31,90
Yucatán,Tinum,31,91
Yucatán,Tixcacalcupul,31,92
Yucatán,Tixkokob,31,93
Yucatán,Tixmehuac,31,94
Yucatán,Tixpéhual,31,95
Yucatán,Tizimín,31,96
Yucatán,Tunkás,31,97
Yucatán,Tzucacab,31,98
Yucatán,Uayma,31,99
Yucatán,Ucú,31,100
Yucatán,Umán,31,101
Yucatán,Valladolid,31,102
Yucatán,Xocchel,31,103
Yucatán,Yaxcabá,31,104
Yucatán,Yaxkukul,31,105
Yucatán,Yobaín,31,106
Zacatecas,Apozol,32,1
Zacatecas,Apulco,32,2
Zacatecas,Atolinga,32,3
Zacatecas,Benito Juárez,32,4
Zacatecas,Calera,32,5
Zacatecas,Cañitas de Felipe Pescador,32,6
Zacatecas,Concepción del Oro,32,7
Zacatecas,Cuauhtémoc,32,8
Zacatecas,Chalchihuites,32,9
Zacatecas,Fresnillo,32,10
Zacatecas,Trinidad García de la Cadena,32,11
Zacatecas,Genaro Codina,32,12
Zacatecas,General Enrique Estrada,32,13
Zacatecas,General Francisco R. Murguía,32,14
Zacatecas,El Plateado de Joaquín Amaro,32,15
Zacatecas,General Pánfilo Natera,32,16
Zacatecas,Guadalupe,32,17
Zacatecas,Huanusco,32,18
Zacatecas,Jalpa,32,19
Zacatecas,Jerez,32,20
Zacatecas,Jiménez del Teul,32,21
Zacatecas,Juan Aldama,32,22
Zacatecas,Juchipila,32,23
Zacatecas,Loreto,32,24
Zacatecas,Luis Moya,32,25
Zacatecas,Mazapil,32,26
Zacatecas,Melchor Ocampo,32,27
Zacatecas,Mezquital del Oro,32,28
Zacatecas,Miguel Auza,32,29
Zacatecas,Momax,32,30
Zacatecas,Monte Escobedo,32,31
Zacatecas,Morelos,32,32
Zacatecas,Moyahua de Estrada,32,33
Zacatecas,Nochistlán de Mejía,32,34
Zacatecas,Noria de Ángeles,32,35
Zacatecas,Ojocaliente,32,36
Zacatecas,Pánuco,32,37
Zacatecas,Pinos,32,38
Zacatecas,Río Grande,32,39
Zacatecas,Sain Alto,32,40
Zacatecas,El Salvador,32,41
Zacatecas,Sombrerete,32,42
Zacatecas,Susticacán,32,43
Zacatecas,Tabasco,32,44
Zacatecas,Tepechitlán,32,45
Zacatecas,Tepetongo,32,46
Zacatecas,Teúl de González Ortega,32,47
Zacatecas,Tlaltenango de Sánchez Román,32,48
Zacatecas,Valparaíso,32,49
Zacatecas,Vetagrande,32,50
Zacatecas,Villa de Cos,32,51
Zacatecas,Villa García,32,52
Zacatecas,Villa González Ortega,32,53
Zacatecas,Villa Hidalgo,32,54
Zacatecas,Villanueva,32,55
Zacatecas,Zacatecas,32,56
Zacatecas,Trancoso,32,57
Zacatecas,Santa María de la Paz,32,58
